epoch,optimizer_steps,corrections_enabled,shrinkage_learnable,train_main_mse,train_total_loss,train_protein_aux,train_drug_utility,train_joint_utility,train_gate_prior,drug_gate_mean,joint_gate_mean,drug_contribution_rms_mean,joint_contribution_rms_mean,joint_attention_confidence_mean,gradient_norm_last_before_clip,epoch_duration_sec,lr
1,44,False,False,1.0371074775926394,1.140818211755467,0.10371074883695161,0.0,0.0,0.0,0.3000000118994343,0.3000000118994343,9.999999746591594e-05,9.999999746591594e-05,0.03369653749414355,4.581839561462402,2.303732863627374,5.9260857797183374e-05
2,88,False,False,0.5042715485221506,0.5546986998427959,0.050427155706224094,0.0,0.0,0.0,0.3000000118994343,0.3000000118994343,9.999999746591594e-05,9.999999746591594e-05,0.032696862170036804,7.283837795257568,0.9361317865550518,5.9260857797183374e-05
3,132,False,False,0.4397226421681716,0.4836949048019083,0.043972264884628846,0.0,0.0,0.0,0.3000000118994343,0.3000000118994343,9.999999746591594e-05,9.999999746591594e-05,0.03245609850389967,7.601009368896484,0.9991641351953149,5.9260857797183374e-05
4,176,False,False,0.4162056923256512,0.4578262609864588,0.04162056983428078,0.0,0.0,0.0,0.3000000118994343,0.3000000118994343,9.999999746591594e-05,9.999999746591594e-05,0.032514135694830505,9.653411865234375,0.944761112332344,5.9260857797183374e-05
5,220,False,False,0.423987345954721,0.4663860795302723,0.04239873553828087,0.0,0.0,0.0,0.3000000118994343,0.3000000118994343,9.999999746591594e-05,9.999999746591594e-05,0.03245338474074899,12.431941986083984,0.9035609420388937,5.9260857797183374e-05
6,264,True,False,0.3694601956576249,0.4141193213894442,0.042518016175268535,0.001021718898419663,0.0011193913628363675,0.0,0.3000000118994343,0.3000000118994343,0.29994917844462127,0.2540942096469465,0.12571051986562273,9.359842300415039,1.0779685005545616,5.9260857797183374e-05
7,308,True,False,0.2623861962025921,0.3056050433048134,0.04145993613743778,0.0008832111296331623,0.0008756978857289668,0.0,0.3000000118994343,0.3000000118994343,0.29998031524041907,0.2559946354571293,0.1914520157058446,15.241151809692383,1.0461666602641344,5.9260857797183374e-05
8,352,True,False,0.2051791150701893,0.2465186823835194,0.039994264761065906,0.0006949415928875611,0.0006503594878227562,0.0,0.3000000118994343,0.3000000118994343,0.3000669812966975,0.2550070656364763,0.20888820899938618,4.619448184967041,1.0998905999585986,5.9260857797183374e-05
9,396,True,False,0.18235581348056704,0.22372274302292763,0.04002372590436043,0.0007557279836377038,0.0005874758004168907,0.0,0.3000000118994343,0.3000000118994343,0.3001852004570175,0.2542418460316319,0.1978228387100104,9.395109176635742,1.0884062685072422,5.9260857797183374e-05
10,440,True,False,0.16866014486738287,0.20961595848175837,0.039764233755019654,0.0006621190450220409,0.0005294625127936667,0.0,0.3000000118994343,0.3000000118994343,0.30027210484589645,0.254019467958766,0.22619376404380867,6.929983615875244,1.1522473469376564,5.9260857797183374e-05
