candidate_rank,trial_number,stage1_val_mse,mean_val_mse,std_val_mse,min_val_mse,max_val_mse
2,8,0.3427869975566864,0.4599714696407318,0.15468260696328096,0.3381190896034241,0.7148357033729553
4,21,0.34377360343933105,0.47323240637779235,0.18160229994196767,0.3316970467567444,0.7735421657562256
5,14,0.3442123532295227,0.48442607522010805,0.19084427997218845,0.2994813919067383,0.7869737148284912
3,23,0.34363630414009094,0.4902567923069,0.18134200241359003,0.3392900824546814,0.7831960916519165
1,25,0.338957279920578,0.4932325482368469,0.18849879265992706,0.338957279920578,0.798285186290741
