epoch,optimizer_steps,corrections_enabled,shrinkage_learnable,train_main_mse,train_total_loss,train_protein_aux,train_drug_utility,train_joint_utility,train_gate_prior,drug_gate_mean,joint_gate_mean,drug_contribution_rms_mean,joint_contribution_rms_mean,joint_attention_confidence_mean,gradient_norm_last_before_clip,epoch_duration_sec,lr
1,44,False,False,0.9185056703167188,1.0103562400309223,0.0918505682525676,0.0,0.0,0.0,0.3000000118994343,0.3000000118994343,9.999999746591594e-05,9.999999746591594e-05,0.03067005916575512,3.691972494125366,1.6901807766407728,5.9260857797183374e-05
2,88,False,False,0.5173063866721564,0.5690370243979068,0.051730639575632995,0.0,0.0,0.0,0.3000000118994343,0.3000000118994343,9.999999746591594e-05,9.999999746591594e-05,0.030441004297942234,11.9821195602417,1.0598916839808226,5.9260857797183374e-05
3,132,False,False,0.44100323941705033,0.4851035615016182,0.04410032449196789,0.0,0.0,0.0,0.3000000118994343,0.3000000118994343,9.999999746591594e-05,9.999999746591594e-05,0.030989585458437028,34.502967834472656,1.00054628867656,5.9260857797183374e-05
4,176,False,False,0.43191841075964627,0.47511025518447625,0.043191841758150856,0.0,0.0,0.0,0.3000000118994343,0.3000000118994343,9.999999746591594e-05,9.999999746591594e-05,0.031320318069176,3.5521676540374756,1.031951766461134,5.9260857797183374e-05
5,220,False,False,0.4293349163866714,0.4722684088743769,0.04293349271608611,0.0,0.0,0.0,0.3000000118994343,0.3000000118994343,9.999999746591594e-05,9.999999746591594e-05,0.030905646040600386,12.070670127868652,0.9236706020310521,5.9260857797183374e-05
6,264,True,False,0.34867316589775044,0.39113610261749626,0.04065912506945117,0.000980479197553636,0.0008233338854723337,0.0,0.3000000118994343,0.3000000118994343,0.2999497302550939,0.251701092401911,0.05765425819289671,12.817723274230957,1.003453723154962,5.9260857797183374e-05
7,308,True,False,0.2441182995031682,0.2868572077594679,0.041157525185236334,0.0008884435393001173,0.0006929375184456398,0.0,0.3000000118994343,0.3000000118994343,0.3000334926430516,0.2560854436170741,0.0940191090601341,4.31052303314209,1.0813504233956337,5.9260857797183374e-05
8,352,True,False,0.1964677844856175,0.23763097634050676,0.03970922899069423,0.0008330691310338975,0.0006208942364590639,0.0,0.3000000118994343,0.3000000118994343,0.3001647482183149,0.253797206128929,0.10851826824266644,4.4203410148620605,0.9648857293650508,5.9260857797183374e-05
9,396,True,False,0.16681380967048373,0.2072105638782255,0.0391671148582546,0.0006956556186233128,0.0005339835005836025,0.0,0.3000000118994343,0.3000000118994343,0.30028319625359257,0.25540661442120755,0.1302989102682395,14.475319862365723,0.9212052365764976,5.9260857797183374e-05
10,440,True,False,0.1554457711837071,0.1966006442436964,0.040011518887081945,0.0006149259130971717,0.0005284279732744277,0.0,0.3000000118994343,0.3000000118994343,0.3004072519832684,0.25626969741562666,0.14563842065661897,11.843562126159668,0.8899077121168375,5.9260857797183374e-05
11,484,True,True,0.1365376174143622,0.1759615208089803,0.03845066190964257,0.0005418467197283092,0.00043139498213531425,0.0,0.30014586078961575,0.300028519470512,0.3006628686840939,0.2566139508015921,0.14972938186117254,7.650786399841309,0.9316265247762203,5.9260857797183374e-05
12,528,True,True,0.13050802581595292,0.17029689078538632,0.038783317374040664,0.0005816147895110049,0.00042393411524974014,0.0,0.3003780442027035,0.29997851880414367,0.3010074606536744,0.2535352153207178,0.161264449476207,5.142575263977051,1.0328370472416282,5.9260857797183374e-05
13,572,True,True,0.12243547794344277,0.1621332827766063,0.038780615709015406,0.0005263574923822079,0.00039083134456893,0.0,0.30059692105617586,0.29995672168862375,0.30132794990635847,0.2541670047802655,0.16771561429683715,4.515951156616211,1.034820307046175,5.9260857797183374e-05
14,616,True,True,0.11601865467851531,0.1559055384921546,0.03895057962849344,0.0005255080067351617,0.000410795530942309,0.0,0.3007893890755038,0.29986558388683543,0.30161027344305763,0.25116985539774406,0.1726662578713451,14.890620231628418,1.028700358234346,5.9260857797183374e-05
15,660,True,True,0.11331576160519638,0.15281968406078147,0.0386087569037672,0.0004943081522357086,0.0004008571696062994,0.0,0.30097894637626815,0.2998242778895007,0.3018953225004772,0.2569631101248542,0.18704085929532194,5.209348678588867,1.0156191606074572,5.9260857797183374e-05
16,704,True,True,0.10529507544553972,0.1444795049520077,0.03836286305679963,0.00043139778150818513,0.0003901698128653612,0.0,0.3011789022693985,0.29975452485000276,0.3021871437460689,0.2553897149890414,0.19860799451017053,5.128506660461426,1.054550244472921,5.9260857797183374e-05
17,748,True,True,0.10098950852352147,0.13988516567052592,0.03803134312415935,0.0004990926615506266,0.00036522203754134753,0.0,0.30141106607937185,0.2997000330069673,0.30251987325212304,0.25070126272477355,0.20764130098141362,6.783365249633789,1.096196130849421,5.9260857797183374e-05
18,792,True,True,0.09816237944764349,0.13752842250119207,0.03850821943351112,0.0004889822688739272,0.0003688408993562402,0.0,0.3016053984580468,0.2996605537103652,0.30280427798612686,0.2540141697872257,0.20996274356587544,5.675147533416748,1.0896152770146728,5.9260857797183374e-05
19,836,True,True,0.09424438315728835,0.13343071831699918,0.03832471611705705,0.0005066715542504445,0.0003549482970553246,0.0,0.30181147464981933,0.2995966162614516,0.3031070252166429,0.255577273803887,0.21516406953098366,5.83095121383667,1.0144783724099398,5.9260857797183374e-05
20,880,True,True,0.08881113928898207,0.1282529476056063,0.038612701922381046,0.0004546676774030995,0.00037443787255609897,0.0,0.3019627429413271,0.2995967827159663,0.30333558600859395,0.25687229371096654,0.22980389988813596,5.738003253936768,1.0710258483886719,5.9260857797183374e-05
21,924,True,True,0.08816703296647019,0.1277117716558909,0.038760014523184776,0.00043506759289484853,0.00034965646885907407,0.0,0.3021259184052185,0.29957392754814405,0.30357391826520963,0.25771919760169254,0.24137099572479875,8.79692268371582,0.9261542297899723,5.9260857797183374e-05
22,968,True,True,0.08076218531486835,0.11980943423163534,0.03823509485367786,0.00046103731264352524,0.0003511170407702083,0.0,0.3023403706294382,0.2994922221115338,0.30388375718027,0.2587232183902822,0.24909744579096457,6.621906280517578,0.8739347318187356,5.9260857797183374e-05
23,1012,True,True,0.07502058374883894,0.11399577429610128,0.03823239355204641,0.0003984269559788474,0.00034437033460737304,0.0,0.3025097998307149,0.2994719163803172,0.30412784759378414,0.2538460122090232,0.2664527157089833,5.944127082824707,1.0264235967770219,5.9260857797183374e-05
24,1056,True,True,0.07298480242146854,0.1118317379811332,0.038127247584675394,0.00039335134729432005,0.00032633740601512365,0.0,0.3026483345238087,0.2994274829984184,0.3043304481877775,0.2547802319820719,0.278196183344624,7.80806303024292,1.0529444124549627,5.9260857797183374e-05
25,1100,True,True,0.06644201684397909,0.10515906897921275,0.03799697635591224,0.000397354663000652,0.00032271967145676124,0.0,0.30279182484981343,0.29946091387446416,0.30454006205385786,0.24866279315914094,0.2864755432054621,4.433163642883301,1.0540066557005048,5.9260857797183374e-05
26,1144,True,True,0.06574590611105313,0.10437978695563534,0.0379258454150933,0.00037284673223429146,0.00033518827702280665,0.0,0.3029271370660429,0.2994172935059386,0.3047331479152015,0.2536953719050025,0.28511014743011176,9.574277877807617,1.0958127416670322,5.9260857797183374e-05
27,1188,True,True,0.06317606180358182,0.1026642079973238,0.038816123776301725,0.0003367850616772609,0.00033523721218549433,0.0,0.3030879632514434,0.2994255646445284,0.3049650457074743,0.2531625035434177,0.2946862761741333,5.771290302276611,1.0635814350098372,5.9260857797183374e-05
28,1232,True,True,0.060818014718159584,0.09948946317954051,0.03802216674875921,0.0003371218622340043,0.0003121607704696827,0.0,0.30322858997514174,0.29940098182328806,0.30516969637452934,0.2528205574784002,0.2974864904346597,18.027057647705078,1.0084290746599436,5.9260857797183374e-05
29,1276,True,True,0.062334385313284425,0.1013961583752087,0.038383874070910914,0.00035921176154311884,0.00031868716684400796,0.0,0.3034004730048525,0.29941731310905295,0.30541550309229015,0.25219315498949085,0.3083315812161456,7.247704029083252,1.002051342278719,5.9260857797183374e-05
