candidate_rank,trial_number,stage1_val_mse,mean_val_mse,std_val_mse,min_val_mse,max_val_mse
5,12,0.25542752228115806,0.29185537249618454,0.03140206205460887,0.2471280478237762,0.3339819288802321
4,24,0.25406083201784435,0.29403199165344923,0.028384783125122683,0.2512659446565675,0.3215865150846413
2,21,0.24717931075572414,0.2967180322174539,0.030900677966155008,0.24978836189792894,0.3280896248697545
1,18,0.2412793008143361,0.29779687540159916,0.02389379243858395,0.2666409976650127,0.32682445279300826
3,20,0.2522414331105981,0.29980694483109294,0.029373724298909238,0.25554617651997336,0.3307998063810018
