training_dataset,compound_id,feature_key,channel_radius,bit_id,canonical_smiles,representative_smiles,observed_pkoff,observed_pkoff_sd,n_measurements,source,occurrence_count,collision_or_repetition,atom_indices_json,occurrences_json,fragment_smiles_json,n_seeds,mean_delta_pkoff,sd_delta_pkoff,median_delta_pkoff,positive_seed_fraction,sign_consistency,mean_rank,top10_seed_fraction,delta_by_seed_json
2773,dpp4_05,r2_b702,2,702,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2cc(F)ccc2C#N)c1=O,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2cc(F)ccc2C#N)c1=O,3.39794,0.0,1,10.1093/nar/gkw1074,1,False,"[14, 15, 16, 19, 20, 21, 22, 23]","[{""center_atom"":21,""environment_radius"":2,""atom_indices"":[14,15,16,19,20,21,22,23],""fragment_smiles"":""ccc(C#N)c(C)c""}]","[""ccc(C#N)c(C)c""]",5,0.00818169116973877,0.016892875412591737,0.016169071197509766,0.8,0.8,63.8,0.0,"{""42"": 0.016623497009277344, ""142"": 0.016169071197509766, ""242"": 0.002844572067260742, ""342"": -0.01877009868621826, ""442"": 0.024041414260864258}"
2773,dpp4_02,r2_b91,2,91,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2,3.813603142857143,0.5411620419496759,7,10.1093/nar/gkw1074,1,False,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[{""center_atom"":7,""environment_radius"":2,""atom_indices"":[1,2,3,4,5,6,7,8,9,10],""fragment_smiles"":""C[C@H](C)N(C(C)=O)[C@@H](C)C""}]","[""C[C@H](C)N(C(C)=O)[C@@H](C)C""]",5,0.008177566528320312,0.010798077481775727,0.0037450790405273438,0.8,0.8,53.0,0.0,"{""42"": -0.0048999786376953125, ""142"": 0.02098226547241211, ""242"": 0.0037450790405273438, ""342"": 0.017625808715820312, ""442"": 0.0034346580505371094}"
2773,dpp4_07,r0_b695,0,695,COc1cc2ccc3c(c2cc1OC)C[C@H](N)[C@@H](c1cc(F)c(F)cc1F)O3,COc1cc2ccc3c(c2cc1OC)C[C@H](N)[C@@H](c1cc(F)c(F)cc1F)O3,2.464706,0.0,2,10.1093/nar/gkw1074,2,True,"[1, 12]","[{""center_atom"":1,""environment_radius"":0,""atom_indices"":[1],""fragment_smiles"":""O""},{""center_atom"":12,""environment_radius"":0,""atom_indices"":[12],""fragment_smiles"":""O""}]","[""O"", ""O""]",5,0.008172106742858887,0.01105225235093574,0.009070634841918945,0.8,0.8,50.4,0.0,"{""42"": 0.009070634841918945, ""142"": -0.00831294059753418, ""242"": 0.011257171630859375, ""342"": 0.02243483066558838, ""442"": 0.006410837173461914}"
2773,dpp4_04,r3_b1298,3,1298,N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,3.2947284999999997,0.5755505683919404,8,10.1093/nar/gkw1074,1,False,"[2, 5, 6, 7, 8, 9, 10]","[{""center_atom"":7,""environment_radius"":2,""atom_indices"":[2,5,6,7,8,9,10],""fragment_smiles"":""CN(C(=O)CN)C""}]","[""CN(C(=O)CN)C""]",5,0.008160829544067383,0.022634999332876375,0.012976646423339844,0.8,0.8,50.2,0.2,"{""42"": 0.020115137100219727, ""142"": 0.03137803077697754, ""242"": -0.028336524963378906, ""342"": 0.004670858383178711, ""442"": 0.012976646423339844}"
2773,dpp4_13,r2_b1145,2,1145,Cn1c(=O)c2c(nc(N3CCCC(N)C3)n2Cc2ccccc2)n(C)c1=O,Cn1c(=O)c2c(nc(N3CCCC(N)C3)n2Cc2ccccc2)n(C)c1=O,1.19382,0.0,1,10.1093/nar/gkw1074,2,True,"[0, 1, 23, 24]","[{""center_atom"":0,""environment_radius"":1,""atom_indices"":[0,1],""fragment_smiles"":""Cn""},{""center_atom"":24,""environment_radius"":1,""atom_indices"":[23,24],""fragment_smiles"":""Cn""}]","[""Cn"", ""Cn""]",5,0.008141708374023438,0.015063998725338132,0.0031054019927978516,0.8,0.8,55.4,0.2,"{""42"": 0.0014989376068115234, ""142"": 0.015134334564208984, ""242"": 0.0031054019927978516, ""342"": -0.00924229621887207, ""442"": 0.0302121639251709}"
2773,dpp4_01,r2_b1292,2,1292,N[C@H]1C[C@@H](N2CC3=C(C2)CS(=O)(=O)C3)CO[C@@H]1c1cc(F)ccc1F,N[C@H]1C[C@@H](N2CC3=C(C2)CS(=O)(=O)C3)CO[C@@H]1c1cc(F)ccc1F,3.49485,0.0,1,10.1093/nar/gkw1074,1,False,"[1, 2, 3]","[{""center_atom"":2,""environment_radius"":1,""atom_indices"":[1,2,3],""fragment_smiles"":""CCC""}]","[""CCC""]",5,0.008130455017089843,0.004040843963153315,0.007217884063720703,1.0,1.0,51.0,0.0,"{""42"": 0.010040760040283203, ""142"": 0.002969980239868164, ""242"": 0.007217884063720703, ""342"": 0.013785123825073242, ""442"": 0.006638526916503906}"
2773,dpp4_15,r0_b695,0,695,COc1cc2c3c(ccc2cc1C#N)O[C@H](c1cc(F)c(F)cc1F)[C@@H](N)C3,COc1cc2c3c(ccc2cc1C#N)O[C@H](c1cc(F)c(F)cc1F)[C@@H](N)C3,2.640165,0.0,1,10.1093/nar/gkw1074,1,False,[1],"[{""center_atom"":1,""environment_radius"":0,""atom_indices"":[1],""fragment_smiles"":""O""}]","[""O""]",5,0.008120012283325196,0.012295062039255029,0.0077130794525146484,0.8,0.8,54.4,0.0,"{""42"": 0.006694316864013672, ""142"": -0.00995635986328125, ""242"": 0.0077130794525146484, ""342"": 0.011848092079162598, ""442"": 0.02430093288421631}"
2773,dpp4_13,r1_b1765,1,1765,Cn1c(=O)c2c(nc(N3CCCC(N)C3)n2Cc2ccccc2)n(C)c1=O,Cn1c(=O)c2c(nc(N3CCCC(N)C3)n2Cc2ccccc2)n(C)c1=O,1.19382,0.0,1,10.1093/nar/gkw1074,1,False,"[15, 16, 17]","[{""center_atom"":16,""environment_radius"":1,""atom_indices"":[15,16,17],""fragment_smiles"":""cCn""}]","[""cCn""]",5,0.008119487762451172,0.003946285601525873,0.007581472396850586,1.0,1.0,46.0,0.0,"{""42"": 0.007581472396850586, ""142"": 0.008535385131835938, ""242"": 0.0029833316802978516, ""342"": 0.014036893844604492, ""442"": 0.007460355758666992}"
2773,dpp4_02,r2_b1,2,1,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2,3.813603142857143,0.5411620419496759,7,10.1093/nar/gkw1074,1,False,[10],"[{""center_atom"":10,""environment_radius"":0,""atom_indices"":[10],""fragment_smiles"":""C""}]","[""C""]",5,0.008058500289916993,0.0066874208758283754,0.009856224060058594,0.8,0.8,48.2,0.0,"{""42"": 0.0052449703216552734, ""142"": 0.011070013046264648, ""242"": 0.015911579132080078, ""342"": -0.0017902851104736328, ""442"": 0.009856224060058594}"
2773,dpp4_09,r2_b1923,2,1923,CS(=O)(=O)n1cc2c(n1)CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,CS(=O)(=O)n1cc2c(n1)CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,3.149354,0.0,2,10.1093/nar/gkw1074,1,False,"[11, 12, 13]","[{""center_atom"":12,""environment_radius"":1,""atom_indices"":[11,12,13],""fragment_smiles"":""CCO""}]","[""CCO""]",5,0.008017253875732423,0.011012074864663006,0.007031679153442383,0.8,0.8,57.8,0.0,"{""42"": 0.023181438446044922, ""142"": 0.007031679153442383, ""242"": 0.004004716873168945, ""342"": 0.012587308883666992, ""442"": -0.006718873977661133}"
2773,dpp4_09,r2_b464,2,464,CS(=O)(=O)n1cc2c(n1)CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,CS(=O)(=O)n1cc2c(n1)CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,3.149354,0.0,2,10.1093/nar/gkw1074,1,False,"[4, 5, 6]","[{""center_atom"":5,""environment_radius"":1,""atom_indices"":[4,5,6],""fragment_smiles"":""ccn""}]","[""ccn""]",5,0.008003330230712891,0.005007073634501536,0.005507469177246094,1.0,1.0,54.8,0.0,"{""42"": 0.014422178268432617, ""142"": 0.005507469177246094, ""242"": 0.004252195358276367, ""342"": 0.01232004165649414, ""442"": 0.0035147666931152344}"
2773,dpp4_12,r3_b579,3,579,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,4.4076545,0.16295205061765816,2,10.1093/nar/gkw1074,1,False,"[0, 1, 2, 3, 4, 5, 6, 13, 14, 15, 16]","[{""center_atom"":3,""environment_radius"":3,""atom_indices"":[0,1,2,3,4,5,6,13,14,15,16],""fragment_smiles"":""cc(c)n(CC#CC)c(N)n""}]","[""cc(c)n(CC#CC)c(N)n""]",5,0.008000493049621582,0.007466330349637539,0.0036885738372802734,1.0,1.0,68.2,0.0,"{""42"": 0.001676797866821289, ""142"": 0.0036885738372802734, ""242"": 0.015703558921813965, ""342"": 0.0023686885833740234, ""442"": 0.01656484603881836}"
2773,dpp4_15,r2_b1855,2,1855,COc1cc2c3c(ccc2cc1C#N)O[C@H](c1cc(F)c(F)cc1F)[C@@H](N)C3,COc1cc2c3c(ccc2cc1C#N)O[C@H](c1cc(F)c(F)cc1F)[C@@H](N)C3,2.640165,0.0,1,10.1093/nar/gkw1074,1,False,"[4, 8, 9, 10]","[{""center_atom"":9,""environment_radius"":1,""atom_indices"":[4,8,9,10],""fragment_smiles"":""cc(c)c""}]","[""cc(c)c""]",5,0.007979440689086913,0.016945029442364635,0.010674476623535156,0.6,0.6,65.2,0.0,"{""42"": -0.0038383007049560547, ""142"": 0.010674476623535156, ""242"": -0.012702465057373047, ""342"": 0.014828324317932129, ""442"": 0.030935168266296387}"
2773,dpp4_15,r2_b841,2,841,COc1cc2c3c(ccc2cc1C#N)O[C@H](c1cc(F)c(F)cc1F)[C@@H](N)C3,COc1cc2c3c(ccc2cc1C#N)O[C@H](c1cc(F)c(F)cc1F)[C@@H](N)C3,2.640165,0.0,1,10.1093/nar/gkw1074,1,False,"[0, 1]","[{""center_atom"":0,""environment_radius"":1,""atom_indices"":[0,1],""fragment_smiles"":""CO""}]","[""CO""]",5,0.007971858978271485,0.009501419561814975,0.010087251663208008,0.8,0.8,55.8,0.0,"{""42"": 0.01840829849243164, ""142"": 0.006400585174560547, ""242"": 0.010087251663208008, ""342"": -0.00713503360748291, ""442"": 0.012098193168640137}"
2773,dpp4_02,r1_b108,1,108,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2,3.813603142857143,0.5411620419496759,7,10.1093/nar/gkw1074,1,False,"[7, 8, 9, 10]","[{""center_atom"":8,""environment_radius"":1,""atom_indices"":[7,8,9,10],""fragment_smiles"":""CC(N)=O""}]","[""CC(N)=O""]",5,0.007970905303955078,0.012840073791700197,0.0067806243896484375,0.8,0.8,50.8,0.0,"{""42"": 0.022708415985107422, ""142"": 0.003651142120361328, ""242"": 0.0067806243896484375, ""342"": 0.017134428024291992, ""442"": -0.010420083999633789}"
2773,dpp4_06,r3_b719,3,719,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,1.6180956666666664,0.36151075780443015,3,10.1093/nar/gkw1074,1,False,"[19, 20, 21, 22, 23, 24, 25, 26, 27]","[{""center_atom"":23,""environment_radius"":3,""atom_indices"":[19,20,21,22,23,24,25,26,27],""fragment_smiles"":""Fc1ccc(F)c(F)c1""}]","[""Fc1ccc(F)c(F)c1""]",5,0.007955694198608398,0.011575571267057674,0.0059490203857421875,0.8,0.8,49.4,0.0,"{""42"": 0.012903690338134766, ""142"": 0.0051004886627197266, ""242"": 0.023713111877441406, ""342"": 0.0059490203857421875, ""442"": -0.007887840270996094}"
2773,dpp4_13,r2_b1365,2,1365,Cn1c(=O)c2c(nc(N3CCCC(N)C3)n2Cc2ccccc2)n(C)c1=O,Cn1c(=O)c2c(nc(N3CCCC(N)C3)n2Cc2ccccc2)n(C)c1=O,1.19382,0.0,1,10.1093/nar/gkw1074,1,False,"[6, 7, 8, 15]","[{""center_atom"":7,""environment_radius"":1,""atom_indices"":[6,7,8,15],""fragment_smiles"":""nc(N)n""}]","[""nc(N)n""]",5,0.007929515838623048,0.0073568557504114914,0.005080461502075195,0.8,0.8,48.4,0.0,"{""42"": 0.003937482833862305, ""142"": -0.0004124641418457031, ""242"": 0.005080461502075195, ""342"": 0.017468929290771484, ""442"": 0.013573169708251953}"
2773,dpp4_12,r3_b888,3,888,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,4.4076545,0.16295205061765816,2,10.1093/nar/gkw1074,1,False,"[0, 1]","[{""center_atom"":0,""environment_radius"":1,""atom_indices"":[0,1],""fragment_smiles"":""CC""}]","[""CC""]",5,0.007865333557128906,0.01357931442167557,0.006259441375732422,0.8,0.8,76.2,0.0,"{""42"": 0.025705575942993164, ""142"": -0.010457277297973633, ""242"": 0.015187978744506836, ""342"": 0.006259441375732422, ""442"": 0.002630949020385742}"
2773,dpp4_06,r3_b188,3,188,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,1.6180956666666664,0.36151075780443015,3,10.1093/nar/gkw1074,1,False,"[18, 19, 20, 21, 22, 23, 24, 25, 26]","[{""center_atom"":21,""environment_radius"":3,""atom_indices"":[18,19,20,21,22,23,24,25,26],""fragment_smiles"":""Cc1ccc(F)c(F)c1""}]","[""Cc1ccc(F)c(F)c1""]",5,0.007861137390136719,0.01444153437883676,0.010404825210571289,0.8,0.8,53.0,0.0,"{""42"": 0.020014047622680664, ""142"": 0.01654672622680664, ""242"": 0.009039878845214844, ""342"": -0.016699790954589844, ""442"": 0.010404825210571289}"
2773,dpp4_10,r0_b1057,0,1057,Cc1cc(N2CCN([C@@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)n(-c2ccccc2)n1,Cc1cc(N2CCN([C@@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)n(-c2ccccc2)n1,3.585027,0.0,1,10.1093/nar/gkw1074,1,False,[0],"[{""center_atom"":0,""environment_radius"":0,""atom_indices"":[0],""fragment_smiles"":""C""}]","[""C""]",5,0.007831287384033204,0.013672025095321488,0.009662389755249023,0.8,0.8,63.8,0.0,"{""42"": -0.011228561401367188, ""142"": 0.009900093078613281, ""242"": 0.009662389755249023, ""342"": 0.003968477249145508, ""442"": 0.02685403823852539}"
2773,dpp4_12,r2_b1182,2,1182,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,4.4076545,0.16295205061765816,2,10.1093/nar/gkw1074,1,False,"[19, 20, 21, 22, 23, 24, 30]","[{""center_atom"":21,""environment_radius"":2,""atom_indices"":[19,20,21,22,23,24,30],""fragment_smiles"":""cc(C)nc(C)n""}]","[""cc(C)nc(C)n""]",5,0.007814264297485352,0.014893235474035343,0.0020987987518310547,0.6,0.6,85.6,0.2,"{""42"": -0.005575895309448242, ""142"": 0.013698577880859375, ""242"": -0.002207040786743164, ""342"": 0.0020987987518310547, ""442"": 0.031056880950927734}"
2773,dpp4_12,r1_b739,1,739,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,4.4076545,0.16295205061765816,2,10.1093/nar/gkw1074,1,False,"[6, 10, 12]","[{""center_atom"":12,""environment_radius"":1,""atom_indices"":[6,10,12],""fragment_smiles"":""CCN""}]","[""CCN""]",5,0.007778429985046386,0.01188895696801531,0.00887155532836914,0.6,0.6,76.4,0.0,"{""42"": 0.02352166175842285, ""142"": 0.01368260383605957, ""242"": -0.0002065896987915039, ""342"": -0.006977081298828125, ""442"": 0.00887155532836914}"
2773,dpp4_13,r3_b1307,3,1307,Cn1c(=O)c2c(nc(N3CCCC(N)C3)n2Cc2ccccc2)n(C)c1=O,Cn1c(=O)c2c(nc(N3CCCC(N)C3)n2Cc2ccccc2)n(C)c1=O,1.19382,0.0,1,10.1093/nar/gkw1074,1,False,"[0, 1, 2, 3, 4, 5, 15, 25]","[{""center_atom"":2,""environment_radius"":2,""atom_indices"":[0,1,2,3,4,5,15,25],""fragment_smiles"":""cc(n)c(=O)n(C)c""}]","[""cc(n)c(=O)n(C)c""]",5,0.007761955261230469,0.00697935023661893,0.011787652969360352,0.8,0.8,52.6,0.0,"{""42"": 0.013950586318969727, ""142"": 0.012651443481445312, ""242"": 0.001298666000366211, ""342"": 0.011787652969360352, ""442"": -0.0008785724639892578}"
2773,dpp4_09,r3_b1067,3,1067,CS(=O)(=O)n1cc2c(n1)CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,CS(=O)(=O)n1cc2c(n1)CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,3.149354,0.0,2,10.1093/nar/gkw1074,1,False,"[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]","[{""center_atom"":15,""environment_radius"":3,""atom_indices"":[12,13,14,15,16,17,18,19,20,21,22,23,24,25],""fragment_smiles"":""CO[C@H](c1cc(F)ccc1F)[C@@H](N)C""}]","[""CO[C@H](c1cc(F)ccc1F)[C@@H](N)C""]",5,0.007746648788452148,0.012952491088304468,0.005252242088317871,0.6,0.6,64.8,0.0,"{""42"": 0.01203775405883789, ""142"": 0.005252242088317871, ""242"": 0.027879953384399414, ""342"": -0.0037751197814941406, ""442"": -0.002661585807800293}"
2773,dpp4_05,r2_b1862,2,1862,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2cc(F)ccc2C#N)c1=O,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2cc(F)ccc2C#N)c1=O,3.39794,0.0,1,10.1093/nar/gkw1074,2,True,"[6, 8, 9, 10, 11, 12, 15, 20, 21, 22]","[{""center_atom"":21,""environment_radius"":1,""atom_indices"":[15,20,21,22],""fragment_smiles"":""Cc(c)c""},{""center_atom"":10,""environment_radius"":2,""atom_indices"":[6,8,9,10,11,12],""fragment_smiles"":""CC[C@@H](N)CN""}]","[""Cc(c)c"", ""CC[C@@H](N)CN""]",5,0.007734084129333496,0.008654446003891824,0.008471965789794922,0.8,0.8,63.4,0.0,"{""42"": 0.010729312896728516, ""142"": 0.019510746002197266, ""242"": -0.003965139389038086, ""342"": 0.008471965789794922, ""442"": 0.003923535346984863}"
2773,dpp4_14,r3_b210,3,210,CC(C)=CCn1c(N2CCC[C@H](N)C2)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,CC(C)=CCn1c(N2CCC[C@H](N)C2)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,2.730487,0.0,1,10.1093/nar/gkw1074,1,False,"[0, 1, 2, 3, 4, 5]","[{""center_atom"":3,""environment_radius"":2,""atom_indices"":[0,1,2,3,4,5],""fragment_smiles"":""CC(C)=CCn""}]","[""CC(C)=CCn""]",5,0.007732582092285156,0.015567024954178166,0.0035419464111328125,0.6,0.6,85.2,0.2,"{""42"": 0.005021810531616211, ""142"": -2.5987625122070312e-05, ""242"": -0.004644870758056641, ""342"": 0.03477001190185547, ""442"": 0.0035419464111328125}"
2773,dpp4_02,r1_b1292,1,1292,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2,3.813603142857143,0.5411620419496759,7,10.1093/nar/gkw1074,3,True,"[2, 3, 4, 5, 6, 14, 15, 16]","[{""center_atom"":3,""environment_radius"":1,""atom_indices"":[2,3,4],""fragment_smiles"":""CCC""},{""center_atom"":5,""environment_radius"":1,""atom_indices"":[4,5,6],""fragment_smiles"":""CCC""},{""center_atom"":15,""environment_radius"":1,""atom_indices"":[14,15,16],""fragment_smiles"":""CCC""}]","[""CCC"", ""CCC"", ""CCC""]",5,0.007711076736450195,0.00485241734121882,0.009270906448364258,0.8,0.8,48.6,0.0,"{""42"": -0.0008156299591064453, ""142"": 0.010528564453125, ""242"": 0.008667945861816406, ""342"": 0.010903596878051758, ""442"": 0.009270906448364258}"
2773,dpp4_15,r1_b699,1,699,COc1cc2c3c(ccc2cc1C#N)O[C@H](c1cc(F)c(F)cc1F)[C@@H](N)C3,COc1cc2c3c(ccc2cc1C#N)O[C@H](c1cc(F)c(F)cc1F)[C@@H](N)C3,2.640165,0.0,1,10.1093/nar/gkw1074,3,True,"[18, 19, 20, 21, 23, 24]","[{""center_atom"":19,""environment_radius"":1,""atom_indices"":[18,19],""fragment_smiles"":""cF""},{""center_atom"":21,""environment_radius"":1,""atom_indices"":[20,21],""fragment_smiles"":""cF""},{""center_atom"":24,""environment_radius"":1,""atom_indices"":[23,24],""fragment_smiles"":""cF""}]","[""cF"", ""cF"", ""cF""]",5,0.007707762718200684,0.014941326437306354,0.0018095970153808594,0.6,0.6,61.4,0.2,"{""42"": 0.03406476974487305, ""142"": 0.004788398742675781, ""242"": 0.0018095970153808594, ""342"": -0.0003025531768798828, ""442"": -0.0018213987350463867}"
2773,dpp4_13,r1_b1365,1,1365,Cn1c(=O)c2c(nc(N3CCCC(N)C3)n2Cc2ccccc2)n(C)c1=O,Cn1c(=O)c2c(nc(N3CCCC(N)C3)n2Cc2ccccc2)n(C)c1=O,1.19382,0.0,1,10.1093/nar/gkw1074,1,False,"[6, 7, 8, 15]","[{""center_atom"":7,""environment_radius"":1,""atom_indices"":[6,7,8,15],""fragment_smiles"":""nc(N)n""}]","[""nc(N)n""]",5,0.007704401016235351,0.006572723182407975,0.007866144180297852,1.0,1.0,51.4,0.0,"{""42"": 0.01289510726928711, ""142"": 0.002285480499267578, ""242"": 0.00010657310485839844, ""342"": 0.007866144180297852, ""442"": 0.01536870002746582}"
2773,dpp4_08,r3_b1185,3,1185,COc1cc2c3c(ccc2cc1S(C)(=O)=O)O[C@H](c1cc(F)c(F)cc1F)[C@@H](N)C3,COc1cc2c3c(ccc2cc1S(C)(=O)=O)O[C@H](c1cc(F)c(F)cc1F)[C@@H](N)C3,1.170053,0.0,1,10.1093/nar/gkw1074,1,False,"[4, 5, 6, 17, 27, 28, 29]","[{""center_atom"":29,""environment_radius"":2,""atom_indices"":[4,5,6,17,27,28,29],""fragment_smiles"":""cc(c)C[C@H](N)C""}]","[""cc(c)C[C@H](N)C""]",5,0.00765523910522461,0.021932142848273977,0.00969386100769043,0.6,0.6,66.2,0.2,"{""42"": 0.011077880859375, ""142"": 0.04104018211364746, ""242"": 0.00969386100769043, ""342"": -0.016191482543945312, ""442"": -0.007344245910644531}"
2773,dpp4_07,r3_b1142,3,1142,COc1cc2ccc3c(c2cc1OC)C[C@H](N)[C@@H](c1cc(F)c(F)cc1F)O3,COc1cc2ccc3c(c2cc1OC)C[C@H](N)[C@@H](c1cc(F)c(F)cc1F)O3,2.464706,0.0,2,10.1093/nar/gkw1074,1,False,"[1, 2, 3, 4, 5, 9, 11]","[{""center_atom"":3,""environment_radius"":2,""atom_indices"":[1,2,3,4,5,9,11],""fragment_smiles"":""cc(O)cc(c)c""}]","[""cc(O)cc(c)c""]",5,0.007652997970581055,0.02356720829666392,0.0029027462005615234,0.8,0.8,63.2,0.0,"{""42"": -0.017284631729125977, ""142"": 0.00048041343688964844, ""242"": 0.04665517807006836, ""342"": 0.005511283874511719, ""442"": 0.0029027462005615234}"
2773,dpp4_01,r2_b1910,2,1910,N[C@H]1C[C@@H](N2CC3=C(C2)CS(=O)(=O)C3)CO[C@@H]1c1cc(F)ccc1F,N[C@H]1C[C@@H](N2CC3=C(C2)CS(=O)(=O)C3)CO[C@@H]1c1cc(F)ccc1F,3.49485,0.0,1,10.1093/nar/gkw1074,1,False,"[2, 3, 4, 14]","[{""center_atom"":3,""environment_radius"":1,""atom_indices"":[2,3,4,14],""fragment_smiles"":""C[C@@H](N)C""}]","[""C[C@@H](N)C""]",5,0.007643795013427735,0.013398202753925864,0.00767207145690918,0.8,0.8,58.4,0.0,"{""42"": 0.01586294174194336, ""142"": 0.02436518669128418, ""242"": 0.00767207145690918, ""342"": -0.010279655456542969, ""442"": 0.0005984306335449219}"
2773,dpp4_04,r2_b193,2,193,N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,3.2947284999999997,0.5755505683919404,8,10.1093/nar/gkw1074,1,False,"[2, 3, 4, 5, 6, 7]","[{""center_atom"":5,""environment_radius"":2,""atom_indices"":[2,3,4,5,6,7],""fragment_smiles"":""CN(C)CCC""}]","[""CN(C)CCC""]",5,0.0076427459716796875,0.009779870325379556,0.008473873138427734,0.8,0.8,49.2,0.0,"{""42"": -0.0028803348541259766, ""142"": 0.00018525123596191406, ""242"": 0.010365486145019531, ""342"": 0.008473873138427734, ""442"": 0.022069454193115234}"
2773,dpp4_10,r1_b1731,1,1731,Cc1cc(N2CCN([C@@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)n(-c2ccccc2)n1,Cc1cc(N2CCN([C@@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)n(-c2ccccc2)n1,3.585027,0.0,1,10.1093/nar/gkw1074,1,False,"[0, 1, 2, 29]","[{""center_atom"":1,""environment_radius"":1,""atom_indices"":[0,1,2,29],""fragment_smiles"":""cc(C)n""}]","[""cc(C)n""]",5,0.007618904113769531,0.0067184991036704795,0.008359432220458984,0.8,0.8,65.6,0.0,"{""42"": 0.0052089691162109375, ""142"": -0.0013468265533447266, ""242"": 0.008620262145996094, ""342"": 0.008359432220458984, ""442"": 0.017252683639526367}"
