training_dataset,compound_id,feature_key,channel_radius,bit_id,canonical_smiles,representative_smiles,observed_pkoff,observed_pkoff_sd,n_measurements,source,occurrence_count,collision_or_repetition,atom_indices_json,occurrences_json,fragment_smiles_json,n_seeds,mean_delta_pkoff,sd_delta_pkoff,median_delta_pkoff,positive_seed_fraction,sign_consistency,mean_rank,top10_seed_fraction,delta_by_seed_json
2773,dpp4_03,r3_b492,3,492,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(O)(CC(O)(C3)C1)C2,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(O)(CC(O)(C3)C1)C2,3.30103,0.0,1,10.1093/nar/gkw1074,3,True,"[12, 16, 18, 19, 22, 23]","[{""center_atom"":18,""environment_radius"":1,""atom_indices"":[16,18,19],""fragment_smiles"":""CCC""},{""center_atom"":22,""environment_radius"":1,""atom_indices"":[12,19,22],""fragment_smiles"":""CCC""},{""center_atom"":23,""environment_radius"":1,""atom_indices"":[12,16,23],""fragment_smiles"":""CCC""}]","[""CCC"", ""CCC"", ""CCC""]",5,9.527206420898438e-05,0.02612640876178079,-0.004286289215087891,0.4,0.6,76.6,0.2,"{""42"": -0.004286289215087891, ""142"": 0.0018019676208496094, ""242"": 0.040498971939086914, ""342"": -0.032260894775390625, ""442"": -0.005277395248413086}"
2773,dpp4_04,r2_b1009,2,1009,N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,3.2947284999999997,0.5755505683919404,8,10.1093/nar/gkw1074,1,False,"[6, 7, 8, 9]","[{""center_atom"":7,""environment_radius"":1,""atom_indices"":[6,7,8,9],""fragment_smiles"":""CC(N)=O""}]","[""CC(N)=O""]",5,9.007453918457032e-05,0.014652097072097652,0.006192684173583984,0.6,0.6,71.0,0.0,"{""42"": 0.010822057723999023, ""142"": 0.006192684173583984, ""242"": 0.01299738883972168, ""342"": -0.0078012943267822266, ""442"": -0.02176046371459961}"
2773,dpp4_10,r1_b1722,1,1722,Cc1cc(N2CCN([C@@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)n(-c2ccccc2)n1,Cc1cc(N2CCN([C@@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)n(-c2ccccc2)n1,3.585027,0.0,1,10.1093/nar/gkw1074,1,False,"[0, 1]","[{""center_atom"":0,""environment_radius"":1,""atom_indices"":[0,1],""fragment_smiles"":""cC""}]","[""cC""]",5,8.497238159179687e-05,0.007256366170314159,-0.0028400421142578125,0.2,0.8,101.8,0.0,"{""42"": -0.0032215118408203125, ""142"": -0.0027968883514404297, ""242"": -0.0028400421142578125, ""342"": 0.013046979904174805, ""442"": -0.0037636756896972656}"
2773,dpp4_14,r1_b314,1,314,CC(C)=CCn1c(N2CCC[C@H](N)C2)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,CC(C)=CCn1c(N2CCC[C@H](N)C2)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,2.730487,0.0,1,10.1093/nar/gkw1074,2,True,"[17, 18, 29, 30]","[{""center_atom"":18,""environment_radius"":1,""atom_indices"":[17,18],""fragment_smiles"":""c=O""},{""center_atom"":30,""environment_radius"":1,""atom_indices"":[29,30],""fragment_smiles"":""c=O""}]","[""c=O"", ""c=O""]",5,8.292198181152344e-05,0.001474508201957975,0.0007622241973876953,0.6,0.6,106.2,0.0,"{""42"": -0.0020685195922851562, ""142"": 0.0007622241973876953, ""242"": -0.0007963180541992188, ""342"": 0.0014443397521972656, ""442"": 0.0010728836059570312}"
2773,dpp4_02,r1_b492,1,492,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2,3.813603142857143,0.5411620419496759,7,10.1093/nar/gkw1074,1,False,"[12, 18, 21]","[{""center_atom"":21,""environment_radius"":1,""atom_indices"":[12,18,21],""fragment_smiles"":""CCC""}]","[""CCC""]",5,6.818771362304688e-05,0.020304201344595266,0.002540111541748047,0.8,0.8,69.0,0.0,"{""42"": 0.0059926509857177734, ""142"": 0.022458553314208984, ""242"": 0.0024595260620117188, ""342"": 0.002540111541748047, ""442"": -0.03310990333557129}"
2773,dpp4_02,r3_b1171,3,1171,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2,3.813603142857143,0.5411620419496759,7,10.1093/nar/gkw1074,1,False,[11],"[{""center_atom"":11,""environment_radius"":0,""atom_indices"":[11],""fragment_smiles"":""N""}]","[""N""]",5,5.750656127929687e-05,0.024299369324414538,-0.0036253929138183594,0.4,0.6,78.4,0.2,"{""42"": 0.040120601654052734, ""142"": -0.024102210998535156, ""242"": 0.0004611015319824219, ""342"": -0.012566566467285156, ""442"": -0.0036253929138183594}"
2773,dpp4_10,r0_b935,0,935,Cc1cc(N2CCN([C@@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)n(-c2ccccc2)n1,Cc1cc(N2CCN([C@@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)n(-c2ccccc2)n1,3.585027,0.0,1,10.1093/nar/gkw1074,4,True,"[4, 7, 14, 22]","[{""center_atom"":4,""environment_radius"":0,""atom_indices"":[4],""fragment_smiles"":""N""},{""center_atom"":7,""environment_radius"":0,""atom_indices"":[7],""fragment_smiles"":""N""},{""center_atom"":14,""environment_radius"":0,""atom_indices"":[14],""fragment_smiles"":""N""},{""center_atom"":22,""environment_radius"":0,""atom_indices"":[22],""fragment_smiles"":""n""}]","[""N"", ""N"", ""N"", ""n""]",5,4.5680999755859374e-05,0.008477470992234906,0.002868175506591797,0.6,0.6,97.6,0.0,"{""42"": 0.01070261001586914, ""142"": -0.010468482971191406, ""242"": -0.006486177444458008, ""342"": 0.0036122798919677734, ""442"": 0.002868175506591797}"
2773,dpp4_12,r3_b1018,3,1018,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,4.4076545,0.16295205061765816,2,10.1093/nar/gkw1074,1,False,"[19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30]","[{""center_atom"":22,""environment_radius"":3,""atom_indices"":[19,20,21,22,23,24,25,26,28,29,30],""fragment_smiles"":""ccc1c(C)nc(C)nc1c""}]","[""ccc1c(C)nc(C)nc1c""]",5,3.5834312438964846e-05,0.004967816618380641,0.0009238719940185547,0.6,0.6,113.8,0.0,"{""42"": 0.0013315677642822266, ""142"": 0.007018327713012695, ""242"": -0.0028914213180541992, ""342"": 0.0009238719940185547, ""442"": -0.006203174591064453}"
2773,dpp4_06,r2_b1840,2,1840,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,1.6180956666666664,0.36151075780443015,3,10.1093/nar/gkw1074,3,True,"[19, 20, 21, 22, 23, 24, 25, 26, 27]","[{""center_atom"":21,""environment_radius"":1,""atom_indices"":[20,21,22,23],""fragment_smiles"":""cc(F)c""},{""center_atom"":23,""environment_radius"":1,""atom_indices"":[21,23,24,25],""fragment_smiles"":""cc(F)c""},{""center_atom"":26,""environment_radius"":1,""atom_indices"":[19,25,26,27],""fragment_smiles"":""cc(F)c""}]","[""cc(F)c"", ""cc(F)c"", ""cc(F)c""]",5,3.213882446289063e-05,0.0051428322132059815,-0.0005896091461181641,0.4,0.6,85.6,0.0,"{""42"": -0.0005896091461181641, ""142"": 0.006352424621582031, ""242"": -0.004372119903564453, ""342"": -0.005370378494262695, ""442"": 0.004140377044677734}"
2773,dpp4_04,r1_b1446,1,1446,N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,3.2947284999999997,0.5755505683919404,8,10.1093/nar/gkw1074,2,True,"[12, 13, 14, 15, 16, 19, 21]","[{""center_atom"":15,""environment_radius"":1,""atom_indices"":[14,15,16,21],""fragment_smiles"":""CC(C)C""},{""center_atom"":13,""environment_radius"":1,""atom_indices"":[12,13,14,19],""fragment_smiles"":""CC(C)C""}]","[""CC(C)C"", ""CC(C)C""]",5,-8.153915405273438e-06,0.00734122212370897,-0.0038652420043945312,0.4,0.6,74.2,0.0,"{""42"": 0.01065373420715332, ""142"": -0.005155086517333984, ""242"": -0.0038652420043945312, ""342"": 0.004601478576660156, ""442"": -0.006275653839111328}"
2773,dpp4_15,r3_b926,3,926,COc1cc2c3c(ccc2cc1C#N)O[C@H](c1cc(F)c(F)cc1F)[C@@H](N)C3,COc1cc2c3c(ccc2cc1C#N)O[C@H](c1cc(F)c(F)cc1F)[C@@H](N)C3,2.640165,0.0,1,10.1093/nar/gkw1074,1,False,[27],"[{""center_atom"":27,""environment_radius"":0,""atom_indices"":[27],""fragment_smiles"":""C""}]","[""C""]",5,-1.5401840209960936e-05,0.02218266845427745,0.0024328231811523438,0.6,0.6,80.2,0.0,"{""42"": 0.0024328231811523438, ""142"": -0.02769780158996582, ""242"": 0.020501136779785156, ""342"": 0.02188718318939209, ""442"": -0.017200350761413574}"
2773,dpp4_12,r0_b1873,0,1873,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,4.4076545,0.16295205061765816,2,10.1093/nar/gkw1074,4,True,"[25, 26, 27, 28]","[{""center_atom"":25,""environment_radius"":0,""atom_indices"":[25],""fragment_smiles"":""c""},{""center_atom"":26,""environment_radius"":0,""atom_indices"":[26],""fragment_smiles"":""c""},{""center_atom"":27,""environment_radius"":0,""atom_indices"":[27],""fragment_smiles"":""c""},{""center_atom"":28,""environment_radius"":0,""atom_indices"":[28],""fragment_smiles"":""c""}]","[""c"", ""c"", ""c"", ""c""]",5,-2.0837783813476564e-05,0.006802949427659927,0.0004961490631103516,0.6,0.6,115.4,0.0,"{""42"": 0.0004961490631103516, ""142"": 0.0019872188568115234, ""242"": -0.003953695297241211, ""342"": 0.009748458862304688, ""442"": -0.008382320404052734}"
2773,dpp4_09,r0_b350,0,350,CS(=O)(=O)n1cc2c(n1)CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,CS(=O)(=O)n1cc2c(n1)CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,3.149354,0.0,2,10.1093/nar/gkw1074,1,False,[1],"[{""center_atom"":1,""environment_radius"":0,""atom_indices"":[1],""fragment_smiles"":""S""}]","[""S""]",5,-4.7540664672851564e-05,0.003993403841112861,-0.0021698474884033203,0.4,0.6,84.0,0.0,"{""42"": -0.004272937774658203, ""142"": -0.0021698474884033203, ""242"": 0.004766702651977539, ""342"": -0.0022029876708984375, ""442"": 0.003641366958618164}"
2773,dpp4_06,r0_b1171,0,1171,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,1.6180956666666664,0.36151075780443015,3,10.1093/nar/gkw1074,1,False,[0],"[{""center_atom"":0,""environment_radius"":0,""atom_indices"":[0],""fragment_smiles"":""N""}]","[""N""]",5,-4.940032958984375e-05,0.011657421647038807,0.0021114349365234375,0.6,0.6,73.2,0.0,"{""42"": 0.0021114349365234375, ""142"": -0.0018630027770996094, ""242"": 0.0070629119873046875, ""342"": 0.011340618133544922, ""442"": -0.018898963928222656}"
2773,dpp4_04,r0_b1384,0,1384,N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,3.2947284999999997,0.5755505683919404,8,10.1093/nar/gkw1074,1,False,[0],"[{""center_atom"":0,""environment_radius"":0,""atom_indices"":[0],""fragment_smiles"":""N""}]","[""N""]",5,-5.6123733520507814e-05,0.002904303892576642,-0.0010440349578857422,0.4,0.6,77.8,0.0,"{""42"": -0.0022122859954833984, ""142"": 0.0026891231536865234, ""242"": 0.0033447742462158203, ""342"": -0.003058195114135742, ""442"": -0.0010440349578857422}"
2773,dpp4_06,r2_b875,2,875,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,1.6180956666666664,0.36151075780443015,3,10.1093/nar/gkw1074,2,True,"[19, 20, 21, 23, 25, 26]","[{""center_atom"":20,""environment_radius"":1,""atom_indices"":[19,20,21],""fragment_smiles"":""ccc""},{""center_atom"":25,""environment_radius"":1,""atom_indices"":[23,25,26],""fragment_smiles"":""ccc""}]","[""ccc"", ""ccc""]",5,-5.8269500732421876e-05,0.005071897059049429,0.0005235671997070312,0.6,0.6,82.8,0.0,"{""42"": 0.0015387535095214844, ""142"": -0.005473136901855469, ""242"": 0.0072803497314453125, ""342"": -0.004160881042480469, ""442"": 0.0005235671997070312}"
2773,dpp4_11,r1_b1171,1,1171,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O,2.508638,0.0,1,10.1093/nar/gkw1074,1,False,[11],"[{""center_atom"":11,""environment_radius"":0,""atom_indices"":[11],""fragment_smiles"":""N""}]","[""N""]",5,-6.566047668457031e-05,0.00833267885303347,-0.0007002353668212891,0.2,0.8,89.6,0.0,"{""42"": -0.00024127960205078125, ""142"": -0.004323244094848633, ""242"": -0.0007002353668212891, ""342"": -0.008629798889160156, ""442"": 0.013566255569458008}"
2773,dpp4_10,r3_b1736,3,1736,Cc1cc(N2CCN([C@@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)n(-c2ccccc2)n1,Cc1cc(N2CCN([C@@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)n(-c2ccccc2)n1,3.585027,0.0,1,10.1093/nar/gkw1074,2,True,"[4, 5, 6, 7, 8, 20, 21]","[{""center_atom"":6,""environment_radius"":2,""atom_indices"":[4,5,6,7,8,20],""fragment_smiles"":""CN(C)CCN""},{""center_atom"":20,""environment_radius"":2,""atom_indices"":[4,6,7,8,20,21],""fragment_smiles"":""CN(C)CCN""}]","[""CN(C)CCN"", ""CN(C)CCN""]",5,-7.0953369140625e-05,0.03278133618457329,0.011869668960571289,0.8,0.8,71.2,0.2,"{""42"": 0.004899501800537109, ""142"": 0.02719902992248535, ""242"": 0.011869668960571289, ""342"": -0.056885719299316406, ""442"": 0.012562751770019531}"
2773,dpp4_08,r1_b231,1,231,COc1cc2c3c(ccc2cc1S(C)(=O)=O)O[C@H](c1cc(F)c(F)cc1F)[C@@H](N)C3,COc1cc2c3c(ccc2cc1S(C)(=O)=O)O[C@H](c1cc(F)c(F)cc1F)[C@@H](N)C3,1.170053,0.0,1,10.1093/nar/gkw1074,1,False,"[5, 27, 29]","[{""center_atom"":29,""environment_radius"":1,""atom_indices"":[5,27,29],""fragment_smiles"":""cCC""}]","[""cCC""]",5,-7.7056884765625e-05,0.007100859505337352,0.00222015380859375,0.6,0.6,84.8,0.0,"{""42"": -0.009110212326049805, ""142"": 0.00765228271484375, ""242"": 0.004650115966796875, ""342"": -0.005797624588012695, ""442"": 0.00222015380859375}"
2773,dpp4_04,r3_b807,3,807,N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,3.2947284999999997,0.5755505683919404,8,10.1093/nar/gkw1074,2,True,"[7, 18]","[{""center_atom"":7,""environment_radius"":0,""atom_indices"":[7],""fragment_smiles"":""C""},{""center_atom"":18,""environment_radius"":0,""atom_indices"":[18],""fragment_smiles"":""O""}]","[""C"", ""O""]",5,-0.00010695457458496094,0.012348246187742662,0.0063800811767578125,0.6,0.6,72.6,0.0,"{""42"": -0.003225564956665039, ""142"": 0.008833646774291992, ""242"": -0.020446300506591797, ""342"": 0.007923364639282227, ""442"": 0.0063800811767578125}"
2773,dpp4_12,r1_b351,1,351,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,4.4076545,0.16295205061765816,2,10.1093/nar/gkw1074,1,False,"[0, 1, 2]","[{""center_atom"":1,""environment_radius"":1,""atom_indices"":[0,1,2],""fragment_smiles"":""C#CC""}]","[""C#CC""]",5,-0.00015952587127685547,0.004200030683332712,0.00017714500427246094,0.6,0.6,113.6,0.0,"{""42"": -0.005844831466674805, ""142"": 0.00017714500427246094, ""242"": -0.0026978254318237305, ""342"": 0.004322528839111328, ""442"": 0.0032453536987304688}"
2773,dpp4_14,r3_b1764,3,1764,CC(C)=CCn1c(N2CCC[C@H](N)C2)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,CC(C)=CCn1c(N2CCC[C@H](N)C2)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,2.730487,0.0,1,10.1093/nar/gkw1074,1,False,"[8, 9, 10, 11, 12, 13]","[{""center_atom"":10,""environment_radius"":2,""atom_indices"":[8,9,10,11,12,13],""fragment_smiles"":""CCC[C@H](N)C""}]","[""CCC[C@H](N)C""]",5,-0.00016012191772460938,0.008360051194719961,-0.0016503334045410156,0.4,0.6,107.0,0.0,"{""42"": 0.009176969528198242, ""142"": -0.01226186752319336, ""242"": -0.0016503334045410156, ""342"": -0.0021953582763671875, ""442"": 0.0061299800872802734}"
2773,dpp4_13,r3_b1832,3,1832,Cn1c(=O)c2c(nc(N3CCCC(N)C3)n2Cc2ccccc2)n(C)c1=O,Cn1c(=O)c2c(nc(N3CCCC(N)C3)n2Cc2ccccc2)n(C)c1=O,1.19382,0.0,1,10.1093/nar/gkw1074,1,False,"[12, 13]","[{""center_atom"":13,""environment_radius"":1,""atom_indices"":[12,13],""fragment_smiles"":""CN""}]","[""CN""]",5,-0.00016045570373535156,0.00830314078504235,-0.001998424530029297,0.4,0.6,86.2,0.0,"{""42"": 0.013120889663696289, ""142"": -0.001998424530029297, ""242"": -0.009505033493041992, ""342"": -0.0030088424682617188, ""442"": 0.0005891323089599609}"
2773,dpp4_05,r0_b1019,0,1019,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2cc(F)ccc2C#N)c1=O,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2cc(F)ccc2C#N)c1=O,3.39794,0.0,1,10.1093/nar/gkw1074,1,False,[10],"[{""center_atom"":10,""environment_radius"":0,""atom_indices"":[10],""fragment_smiles"":""C""}]","[""C""]",5,-0.00016236305236816406,0.004928353871311159,-0.001325845718383789,0.4,0.6,89.6,0.0,"{""42"": 0.004685401916503906, ""142"": -0.00609135627746582, ""242"": 0.005120992660522461, ""342"": -0.001325845718383789, ""442"": -0.003201007843017578}"
2773,dpp4_05,r3_b1876,3,1876,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2cc(F)ccc2C#N)c1=O,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2cc(F)ccc2C#N)c1=O,3.39794,0.0,1,10.1093/nar/gkw1074,1,False,"[4, 5, 6, 7, 8, 10, 12, 13]","[{""center_atom"":6,""environment_radius"":2,""atom_indices"":[4,5,6,7,8,10,12,13],""fragment_smiles"":""cc(N(CC)CC)n""}]","[""cc(N(CC)CC)n""]",5,-0.0001626253128051758,0.01644459777823128,0.008678913116455078,0.6,0.6,82.2,0.0,"{""42"": 0.014842987060546875, ""142"": -0.024748563766479492, ""242"": 0.008678913116455078, ""342"": 0.009523868560791016, ""442"": -0.009110331535339355}"
2773,dpp4_10,r1_b1910,1,1910,Cc1cc(N2CCN([C@@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)n(-c2ccccc2)n1,Cc1cc(N2CCN([C@@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)n(-c2ccccc2)n1,3.585027,0.0,1,10.1093/nar/gkw1074,1,False,"[7, 8, 9, 19]","[{""center_atom"":8,""environment_radius"":1,""atom_indices"":[7,8,9,19],""fragment_smiles"":""C[C@@H](N)C""}]","[""C[C@@H](N)C""]",5,-0.00016317367553710937,0.008281329916239784,0.00272369384765625,0.6,0.6,97.6,0.0,"{""42"": 0.007559776306152344, ""142"": -0.005053997039794922, ""242"": 0.006089687347412109, ""342"": 0.00272369384765625, ""442"": -0.012135028839111328}"
2773,dpp4_05,r2_b1171,2,1171,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2cc(F)ccc2C#N)c1=O,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2cc(F)ccc2C#N)c1=O,3.39794,0.0,1,10.1093/nar/gkw1074,1,False,[11],"[{""center_atom"":11,""environment_radius"":0,""atom_indices"":[11],""fragment_smiles"":""N""}]","[""N""]",5,-0.00017876625061035155,0.011103981431608137,-0.0025589466094970703,0.4,0.6,96.0,0.0,"{""42"": -0.01216435432434082, ""142"": 0.01755666732788086, ""242"": -0.00530242919921875, ""342"": 0.0015752315521240234, ""442"": -0.0025589466094970703}"
2773,dpp4_09,r2_b650,2,650,CS(=O)(=O)n1cc2c(n1)CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,CS(=O)(=O)n1cc2c(n1)CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,3.149354,0.0,2,10.1093/nar/gkw1074,2,True,"[2, 3]","[{""center_atom"":2,""environment_radius"":0,""atom_indices"":[2],""fragment_smiles"":""O""},{""center_atom"":3,""environment_radius"":0,""atom_indices"":[3],""fragment_smiles"":""O""}]","[""O"", ""O""]",5,-0.00020229816436767578,0.016827373562530723,-0.001088857650756836,0.4,0.6,84.0,0.0,"{""42"": -0.02488994598388672, ""142"": 0.01085972785949707, ""242"": -0.001088857650756836, ""342"": 0.01919269561767578, ""442"": -0.005085110664367676}"
2773,dpp4_13,r2_b564,2,564,Cn1c(=O)c2c(nc(N3CCCC(N)C3)n2Cc2ccccc2)n(C)c1=O,Cn1c(=O)c2c(nc(N3CCCC(N)C3)n2Cc2ccccc2)n(C)c1=O,1.19382,0.0,1,10.1093/nar/gkw1074,2,True,"[0, 1, 2, 5, 23, 24, 25]","[{""center_atom"":23,""environment_radius"":1,""atom_indices"":[5,23,24,25],""fragment_smiles"":""cn(C)c""},{""center_atom"":1,""environment_radius"":1,""atom_indices"":[0,1,2,25],""fragment_smiles"":""cn(C)c""}]","[""cn(C)c"", ""cn(C)c""]",5,-0.00020551681518554688,0.014957200937402845,0.003342866897583008,0.8,0.8,72.2,0.0,"{""42"": 0.007205009460449219, ""142"": 0.011923789978027344, ""242"": 0.0026328563690185547, ""342"": 0.003342866897583008, ""442"": -0.02613210678100586}"
2773,dpp4_03,r1_b585,1,585,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(O)(CC(O)(C3)C1)C2,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(O)(CC(O)(C3)C1)C2,3.30103,0.0,1,10.1093/nar/gkw1074,1,False,"[3, 4, 5, 6]","[{""center_atom"":4,""environment_radius"":1,""atom_indices"":[3,4,5,6],""fragment_smiles"":""C[C@@H](C)C""}]","[""C[C@@H](C)C""]",5,-0.000225830078125,0.01212550266651431,0.0017290115356445312,0.6,0.6,68.0,0.0,"{""42"": 0.0017290115356445312, ""142"": 0.0073604583740234375, ""242"": -0.01472020149230957, ""342"": -0.010085821151733398, ""442"": 0.01458740234375}"
2773,dpp4_14,r0_b694,0,694,CC(C)=CCn1c(N2CCC[C@H](N)C2)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,CC(C)=CCn1c(N2CCC[C@H](N)C2)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,2.730487,0.0,1,10.1093/nar/gkw1074,1,False,[3],"[{""center_atom"":3,""environment_radius"":0,""atom_indices"":[3],""fragment_smiles"":""C""}]","[""C""]",5,-0.0002608776092529297,0.0027325046758108493,-0.0005564689636230469,0.4,0.6,108.0,0.0,"{""42"": -0.0005564689636230469, ""142"": 0.004065990447998047, ""242"": 0.00032329559326171875, ""342"": -0.0027484893798828125, ""442"": -0.0023887157440185547}"
2773,dpp4_08,r3_b650,3,650,COc1cc2c3c(ccc2cc1S(C)(=O)=O)O[C@H](c1cc(F)c(F)cc1F)[C@@H](N)C3,COc1cc2c3c(ccc2cc1S(C)(=O)=O)O[C@H](c1cc(F)c(F)cc1F)[C@@H](N)C3,1.170053,0.0,1,10.1093/nar/gkw1074,2,True,"[14, 15]","[{""center_atom"":14,""environment_radius"":0,""atom_indices"":[14],""fragment_smiles"":""O""},{""center_atom"":15,""environment_radius"":0,""atom_indices"":[15],""fragment_smiles"":""O""}]","[""O"", ""O""]",5,-0.00026311874389648435,0.014250649918182328,0.0014111995697021484,0.6,0.6,88.2,0.0,"{""42"": 0.0023593902587890625, ""142"": -0.010811090469360352, ""242"": -0.015465736389160156, ""342"": 0.021190643310546875, ""442"": 0.0014111995697021484}"
2773,dpp4_12,r2_b1171,2,1171,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,4.4076545,0.16295205061765816,2,10.1093/nar/gkw1074,1,False,[11],"[{""center_atom"":11,""environment_radius"":0,""atom_indices"":[11],""fragment_smiles"":""N""}]","[""N""]",5,-0.0003170490264892578,0.009976700835650174,-0.002218961715698242,0.2,0.8,120.8,0.0,"{""42"": -0.0021440982818603516, ""142"": 0.01675724983215332, ""242"": -0.002218961715698242, ""342"": -0.009292125701904297, ""442"": -0.004687309265136719}"
2773,dpp4_08,r0_b1171,0,1171,COc1cc2c3c(ccc2cc1S(C)(=O)=O)O[C@H](c1cc(F)c(F)cc1F)[C@@H](N)C3,COc1cc2c3c(ccc2cc1S(C)(=O)=O)O[C@H](c1cc(F)c(F)cc1F)[C@@H](N)C3,1.170053,0.0,1,10.1093/nar/gkw1074,1,False,[28],"[{""center_atom"":28,""environment_radius"":0,""atom_indices"":[28],""fragment_smiles"":""N""}]","[""N""]",5,-0.00033459663391113283,0.010012684105889824,-0.0025742053985595703,0.4,0.6,81.2,0.0,"{""42"": 0.008218765258789062, ""142"": -0.004790782928466797, ""242"": 0.011009693145751953, ""342"": -0.0025742053985595703, ""442"": -0.013536453247070312}"
