candidate_rank,trial_number,stage1_val_mse,mean_val_mse,std_val_mse,min_val_mse,max_val_mse,lr,weight_decay,batch_size,dropout,window_size
1,19,0.22567346121860324,0.26391128770711186,0.02870605840032018,0.22567346121860324,0.3061035445450876,0.0001333773709704341,1e-06,32,0.1,2
2,9,0.23204475017230863,0.26678625633570263,0.029130262235634054,0.23204475017230863,0.31064626197952655,0.00030369724354883156,1e-06,32,0.15,2
4,5,0.23320408342977725,0.27119297861030817,0.032665124462483014,0.23320408342977725,0.3202339526978641,0.0002809502824811888,1e-05,16,0.2,4
5,23,0.2335197064850735,0.2721121326680648,0.026236801604739884,0.2335197064850735,0.30390493448030215,0.00035208370008775437,1e-06,32,0.05,2
3,15,0.23240424837876744,0.2795266948452065,0.04103398986584256,0.23240424837876744,0.3436761453263596,0.00032237252813740894,0.001,32,0.05,2
