epoch,corrections_enabled,shrinkage_learnable,train_main_mse,train_total_loss,val_mse,val_rmse,val_mae,val_r2,val_pearson,val_spearman,drug_gate_mean,drug_gate_std,joint_gate_mean,joint_gate_std,gradient_norm_mean_before_clip,gradient_norm_max_before_clip,gradient_clip_norm,epoch_duration_sec,validation_duration_sec,configured_concurrency,lr,train_protein_aux,train_drug_utility,train_joint_utility,train_gate_prior,effective_drug_gate_mean,effective_joint_gate_mean,drug_contribution_rms_mean,joint_contribution_rms_mean,drug_availability_fraction,joint_availability_fraction,joint_attention_confidence_mean,drug_prediction_shift_mean,joint_prediction_shift_mean,protein_expert0_mean,drug_expert0_mean,protein_expert1_mean,drug_expert1_mean,protein_expert2_mean,drug_expert2_mean,protein_expert3_mean,drug_expert3_mean
1,False,False,1.7135539511501758,1.8849093393834826,0.8100365996360779,0.9000203609466553,0.7260133028030396,0.07066572375612845,0.501588526523835,0.5449377259480045,0.01999999769319891,0.0,0.10000000142486117,2.0481069566189363e-05,19.561330096123452,50.2082633972168,5.0,1.2351906253024936,0.014372147619724274,1,1.5405137739601804e-05,0.17135539789871726,0.0,0.0,0.0,0.0,0.0,9.999999746254183e-05,9.999999746254183e-05,0.0,0.0,0.03160774867476906,0.0,0.0,0.12899433074078567,0.23763743065977022,0.28122987408173694,0.3404998737533703,0.37183277733481956,0.18746684114691034,0.21794302103631216,0.23439586193275352
2,False,False,0.7846154487053185,0.8630769959066038,0.6007875800132751,0.7751048803329468,0.6170936226844788,0.3107317440606615,0.5879026106722174,0.6111791654871452,0.01999999769319891,0.0,0.10000000142486117,2.0481069566189363e-05,5.7382673023288735,14.405855178833008,5.0,0.4210918778553605,0.01437262911349535,1,1.5405137739601804e-05,0.07846154641822586,0.0,0.0,0.0,0.0,0.0,9.999999746254183e-05,9.999999746254183e-05,0.0,0.0,0.03044581505393687,0.0,0.0,0.108315723449652,0.23763742967710735,0.17625479953673498,0.34049986048742154,0.5486349324968781,0.1874668444633975,0.1667945415687463,0.23439586242408497
3,False,False,0.6561730870077869,0.7217903942376421,0.5298852920532227,0.7279322147369385,0.5861972570419312,0.3920761732855278,0.6681512489763469,0.6337110885312498,0.01999999769319891,0.0,0.10000000142486117,2.0481069566189363e-05,6.996524979317698,18.715110778808594,5.0,0.4445792231708765,0.014281577430665493,1,1.5405137739601804e-05,0.06561731029683815,0.0,0.0,0.0,0.0,0.0,9.999999746254183e-05,9.999999746254183e-05,0.0,0.0,0.030276381373712538,0.0,0.0,0.08401074119599317,0.23763743188809883,0.16582692289770048,0.34049987301637313,0.5954807130164058,0.18746684335790179,0.15468162067890903,0.23439585947609637
4,False,False,0.5659001671672175,0.6224901810065795,0.41421422362327576,0.6435947418212891,0.49268415570259094,0.5247825765561585,0.7285390182874613,0.6946740705542706,0.01999999769319891,0.0,0.10000000142486117,2.0481069566189363e-05,7.98324111464833,23.6451473236084,5.0,0.47208035830408335,0.014358703047037125,1,1.5405137739601804e-05,0.05659001772395119,0.0,0.0,0.0,0.0,0.0,9.999999746254183e-05,9.999999746254183e-05,0.0,0.0,0.030315938928212043,0.0,0.0,0.07589039711654955,0.23763742918577593,0.18831154171306408,0.3404998668747302,0.5885215761242669,0.18746684040991318,0.14727648774844232,0.23439586045875924
5,False,False,0.49612010309893956,0.5457321117367713,0.38346782326698303,0.6192477941513062,0.4584033489227295,0.5600571279936344,0.7486271467342395,0.7283986929058908,0.01999999769319891,0.0,0.10000000142486117,2.0481069566189363e-05,14.051179932540744,33.25543212890625,5.0,0.4533724067732692,0.014301644638180733,1,1.5405137739601804e-05,0.04961201113671264,0.0,0.0,0.0,0.0,0.0,9.999999746254183e-05,9.999999746254183e-05,0.0,0.0,0.030246486988097107,0.0,0.0,0.0716217955874758,0.23763742844877878,0.2007489088943851,0.3404998656464016,0.5814215587869493,0.18746684298940322,0.14620772616756386,0.2343958575107706
6,True,False,0.46974805451925733,0.5175767940599116,0.4480086863040924,0.6693345308303833,0.5049253702163696,0.4860110808692609,0.7702704904982909,0.7630643504414629,0.01999999769319891,0.0,0.10000000142486117,2.0481069566189363e-05,23.726940061676324,59.68768310546875,5.0,0.4469969682395458,0.014584596268832684,1,1.5405137739601804e-05,0.0471366409198916,0.00021846493214625762,0.0004736333949016844,0.0,0.01999999769319891,0.08464709192990397,0.02000011254192197,0.08464808282257662,1.0,0.8464708912931479,0.03282467969479726,0.008215761166267453,0.028865004494778586,0.07341114987054478,0.20507726222199918,0.21714272540847646,0.35389128546933424,0.5622425305358163,0.18526419237186956,0.1472035984843125,0.2557672547778169
7,True,False,0.45386514328669664,0.5019423414111935,0.366369366645813,0.6052845120429993,0.4476710855960846,0.5796737954020874,0.7820821533783003,0.7735902189960735,0.01999999769319891,0.0,0.10000000142486117,2.0481069566189363e-05,28.35621912709098,77.53231048583984,5.0,0.45767232310026884,0.014414748176932335,1,1.5405137739601804e-05,0.047484780418495125,0.00020015255553997661,0.00039226932327786297,0.0,0.01999999769319891,0.08485317131958323,0.020000690531939466,0.08485511220158651,1.0,0.848531684698609,0.037284975964528025,0.009928394383465365,0.03884911841181736,0.0763818098060376,0.15312960171195908,0.20492458859403867,0.33273149507061717,0.5706481098330309,0.18026003771255705,0.1480454920739749,0.3338788704181811
8,True,False,0.39951873590257103,0.44493223850349983,0.31332916021347046,0.5597581267356873,0.40054431557655334,0.6405254706479353,0.8057151676169413,0.7943110906648756,0.01999999769319891,0.0,0.10000000142486117,2.0481069566189363e-05,24.515888703477437,55.722084045410156,5.0,0.4495330462232232,0.01444995403289795,1,1.5405137739601804e-05,0.04456178071087688,0.00019661039209811643,0.0006551086075355897,0.0,0.01999999769319891,0.0848016516564127,0.0200026782286161,0.08480997487234737,1.0,0.8480164863472437,0.04508046831192889,0.01507033892110228,0.08407275975211143,0.07746550116816604,0.15720339560864943,0.21339404589118938,0.2572516861924924,0.5662717539154949,0.2273613304774949,0.14286869300633961,0.358183587107199
9,True,False,0.3682721617800989,0.4146769173761915,0.3271547853946686,0.5719744563102722,0.42160892486572266,0.624663653576305,0.8158213837061216,0.802013875256871,0.01999999769319891,0.0,0.10000000142486117,2.0481069566189363e-05,27.204125265311113,63.275150299072266,5.0,0.5265972763299942,0.014356357976794243,1,1.5405137739601804e-05,0.045497840380757694,0.00017043961777052152,0.0007364767512591102,0.0,0.01999999769319891,0.08516229052693496,0.02000517234981582,0.08518578366235874,1.0,0.8516228748068007,0.05226480647622157,0.018883735048961296,0.12703907066003248,0.0839863588735039,0.15737021687963093,0.20670419228193626,0.2454981941466845,0.5606231070375516,0.23003225655730147,0.14868634536916112,0.3670993286085645
10,True,False,0.33936917447110293,0.3850542211397477,0.34453344345092773,0.5869697332382202,0.43589502573013306,0.6047255765097763,0.8119494979692217,0.7988393173409103,0.01999999769319891,0.0,0.10000000142486117,2.0481069566189363e-05,29.54073042675492,100.66223907470703,5.0,0.5323925577104092,0.014260789379477501,1,1.5405137739601804e-05,0.04462176842911535,0.00018467144687486824,0.0008786078059056458,0.0,0.01999999769319891,0.08572900890996935,0.0200076651352082,0.08577198542497134,1.0,0.8572900566718187,0.059908935361643045,0.022802996180955434,0.15745440688961132,0.08461188029407657,0.17836288543536086,0.2104700153356726,0.22082939275695393,0.565476931965517,0.22987655780169228,0.1394411717905696,0.37093116990197017
