candidate_rank,trial_number,stage1_val_mse,mean_val_mse,std_val_mse,min_val_mse,max_val_mse
5,7,0.3647618126949068,0.415595615019959,0.045141055773481584,0.354600427186516,0.4768666554031832
3,21,0.36280349449716176,0.42624675641609244,0.05334019562050592,0.36160510047013106,0.489231355874078
1,11,0.35498610427759114,0.42750533307145827,0.04954813857972871,0.3599105663026331,0.4798352057320345
4,10,0.3638792852184655,0.42961936965836667,0.05168172310249782,0.3570199528041883,0.4796425957085013
2,12,0.3618740874753696,0.43225217417185513,0.049918588643654636,0.3595711294534733,0.48212405255001883
