candidate_rank,trial_number,stage1_val_mse,mean_val_mse,std_val_mse,min_val_mse,max_val_mse
3,12,0.2368789212853582,0.28305994782850324,0.027933695170823586,0.23677151070888786,0.30606563415000576
5,22,0.23715015674334577,0.2844290624154985,0.027531834781235817,0.23906816434265346,0.3066671143881405
1,1,0.23399149411201842,0.2867110825546179,0.025503196804214933,0.24551995164984527,0.3088734132817959
4,26,0.23706232625888335,0.28756902459889094,0.02706938747860694,0.2424974441079357,0.31476794921960954
2,14,0.2368282516912749,0.2888494889491504,0.029598922020964744,0.2370403501057295,0.3079033125472287
