epoch,corrections_enabled,shrinkage_learnable,train_main_mse,train_total_loss,val_mse,val_rmse,val_mae,val_r2,val_pearson,val_spearman,drug_gate_mean,drug_gate_std,joint_gate_mean,joint_gate_std,gradient_norm_mean_before_clip,gradient_norm_max_before_clip,gradient_clip_norm,epoch_duration_sec,validation_duration_sec,configured_concurrency,lr,train_protein_aux,train_drug_utility,train_joint_utility,train_gate_prior,effective_drug_gate_mean,effective_joint_gate_mean,drug_contribution_rms_mean,joint_contribution_rms_mean,drug_availability_fraction,joint_availability_fraction,joint_attention_confidence_mean,drug_prediction_shift_mean,joint_prediction_shift_mean,protein_expert0_mean,drug_expert0_mean,protein_expert1_mean,drug_expert1_mean,protein_expert2_mean,drug_expert2_mean,protein_expert3_mean,drug_expert3_mean
1,False,False,1.1836477985912455,1.3020125796387103,0.6872196197509766,0.8289871215820312,0.6141189932823181,0.424786748436204,0.6605780843752597,0.6365721943835653,0.3999999761581421,2.4414050858465043e-05,0.05000000819563866,7.475244966449977e-06,21.085174873768345,95.37859344482422,5.0,6.871021852828562,0.10741846635937691,5,2.432667795899065e-05,0.1183647814149121,0.0,0.0,0.0,0.0,0.0,9.999999747378752e-05,9.999999747378752e-05,0.0,0.0,0.029954812959508907,0.0,0.0,0.08749986916843017,0.240003873878486,0.1584166127168119,0.33519372997604163,0.6349356636045362,0.18761917560948654,0.11914785574547015,0.23718322011381232
2,False,False,0.8939694111769998,0.9833663530014495,0.7081255316734314,0.8415019512176514,0.6290196776390076,0.4072882101336872,0.6705331934068951,0.6424956111450537,0.3999999761581421,2.4414050858465043e-05,0.05000000819563866,7.475244966449977e-06,25.828109341928617,85.17271423339844,5.0,6.0436310255900025,0.12635373324155807,5,2.432667795899065e-05,0.08939694256716235,0.0,0.0,0.0,0.0,0.0,9.999999747378752e-05,9.999999747378752e-05,0.0,0.0,0.029611169807182904,0.0,0.0,0.06617127788123153,0.24000387528573103,0.1113122320281496,0.33519372881897347,0.7330048388223959,0.187619175734575,0.08951165188584723,0.23718321920692106
3,False,False,0.8410652362412195,0.9251717570758692,0.6599835157394409,0.8123936653137207,0.6050371527671814,0.44758376410619494,0.6809628646433252,0.6435814137002519,0.3999999761581421,2.4414050858465043e-05,0.05000000819563866,7.475244966449977e-06,22.104144919956845,82.24432373046875,5.0,6.0101631581783295,0.1113495696336031,5,2.432667795899065e-05,0.08410652473389102,0.0,0.0,0.0,0.0,0.0,9.999999747378752e-05,9.999999747378752e-05,0.0,0.0,0.029659788230783916,0.0,0.0,0.05974028420567137,0.24000387458210853,0.10587827740911422,0.335193728130987,0.7399516562224685,0.1876191753124015,0.09442978136530703,0.23718322023890076
4,False,False,0.8270448403743732,0.9097493280894109,0.6244878768920898,0.7902454733848572,0.5947224497795105,0.4772941900590685,0.7026921251749685,0.6821898432754774,0.3999999761581421,2.4414050858465043e-05,0.05000000819563866,7.475244966449977e-06,21.55844555921845,80.66179656982422,5.0,6.1060423301532865,0.12376449629664421,5,2.432667795899065e-05,0.08270448545171857,0.0,0.0,0.0,0.0,0.0,9.999999747378752e-05,9.999999747378752e-05,0.0,0.0,0.029642468797197372,0.0,0.0,0.05556483115660806,0.2400038748322854,0.0899592094271906,0.3351937286000687,0.7717000512486365,0.18761917636001724,0.08277590912136426,0.23718322011381232
5,False,False,0.820269553633827,0.9022965104732533,0.6021028161048889,0.7759528160095215,0.5602987408638,0.4960308253369369,0.712024761636779,0.6896377748371559,0.3999999761581421,2.4414050858465043e-05,0.05000000819563866,7.475244966449977e-06,22.45749832825796,92.51018524169922,5.0,6.0391268245875835,0.11667243391275406,5,2.432667795899065e-05,0.08202695663615764,0.0,0.0,0.0,0.0,0.0,9.999999747378752e-05,9.999999747378752e-05,0.0,0.0,0.02949842863793388,0.0,0.0,0.04966689193580233,0.24000387536391132,0.09379442210493909,0.33519372847498025,0.789856320913541,0.18761917532803754,0.06668236353683822,0.23718321964473063
6,True,False,0.7010293253633934,0.781737583162652,0.4445987343788147,0.6667823791503906,0.5039960741996765,0.6278641275094711,0.7978290685360254,0.7736619552886638,0.3999999761581421,2.4414050858465043e-05,0.05000000819563866,7.475244966449977e-06,20.69981019819646,60.84334182739258,5.0,6.068779625929892,0.11463568359613419,5,2.432667795899065e-05,0.07892412300625228,0.0017841350527114752,0.0,0.0,0.3999999761581421,0.0,0.3998468727154847,9.999999747378752e-05,1.0,0.0,0.028735163032320588,0.2000238785963869,0.0,0.05535339582066471,0.05249669486881553,0.09797921253745479,0.020884599980330418,0.7621663349748034,0.0641000489943738,0.08450105509565359,0.862518654540103
7,True,False,0.4904240944265444,0.5708687100930829,0.42057013511657715,0.6485137939453125,0.4765043258666992,0.647976421721933,0.8148309220851677,0.7803636114678154,0.3999999761581421,2.4414050858465043e-05,0.05000000819563866,7.475244966449977e-06,17.547293607985985,85.72859191894531,5.0,6.105805044993758,0.11270854901522398,5,2.432667795899065e-05,0.07883096050865877,0.0016136544559674742,0.0,0.0,0.3999999761581421,0.0,0.4000145443026191,9.999999747378752e-05,1.0,0.0,0.028820238874566518,0.3371125648085493,0.0,0.061269381661104884,0.041839066610436064,0.09795551467589166,0.01898423989976738,0.7564776838763938,0.08400500728382268,0.08429741875853894,0.8551716819515008
8,True,False,0.4011418467303513,0.48263588203713376,0.3753706216812134,0.6126749515533447,0.4525377154350281,0.6858091010108849,0.8293833430727324,0.8100201936110262,0.3999999761581421,2.4414050858465043e-05,0.05000000819563866,7.475244966449977e-06,18.462454906915944,59.9961051940918,5.0,6.106221185065806,0.12145842052996159,5,2.432667795899065e-05,0.08004870240704585,0.0014453340746701283,0.0,0.0,0.3999999761581421,0.0,0.40021173426136764,9.999999747378752e-05,1.0,0.0,0.029110187764307884,0.4009274962316155,0.0,0.05268605946243622,0.04477792278964147,0.06969992304367384,0.019624307909970645,0.8077320418352846,0.09909431600370537,0.06988197542406455,0.836503451043136
9,True,False,0.32962878911530236,0.4135370626967451,0.4552522599697113,0.6747238636016846,0.5028310418128967,0.618946970767617,0.8304277535880742,0.8111043014943901,0.3999999761581421,2.4414050858465043e-05,0.05000000819563866,7.475244966449977e-06,18.86838605046147,62.30039978027344,5.0,6.120877646841109,0.12652540486305952,5,2.432667795899065e-05,0.08263910139040144,0.0012691708022591532,0.0,0.0,0.3999999761581421,0.0,0.40036904749314906,9.999999747378752e-05,1.0,0.0,0.029253878113730633,0.4485253434616521,0.0,0.05477333132955485,0.024208091359667613,0.06593701420869807,0.018790340516227615,0.8142215844716756,0.12194332321724637,0.0650680715810402,0.8350582450534464
10,True,False,0.2818842287891684,0.362007943899659,0.3576337695121765,0.5980249047279358,0.4317150413990021,0.7006551198095479,0.838418086108143,0.8229095162890674,0.3999999761581421,2.4414050858465043e-05,0.05000000819563866,7.475244966449977e-06,15.725006528816344,50.53094482421875,5.0,6.194241947494447,0.10910882707685232,5,2.432667795899065e-05,0.07899503965919753,0.0011286762763813207,0.0,0.0,0.3999999761581421,0.0,0.40051059623455076,9.999999747378752e-05,1.0,0.0,0.02994141002954741,0.4446369148439025,0.0,0.05175519973461801,0.029298861287260607,0.06933741552944823,0.02406551594311393,0.8087855025828823,0.12273404609259503,0.07012188544835024,0.8239015742338968
