candidate_rank,trial_number,stage1_val_mse,mean_val_mse,std_val_mse,min_val_mse,max_val_mse,lr,weight_decay,batch_size,dropout,window_size
2,29,0.21074406592854525,0.26169289234312865,0.042334204123066835,0.21074406592854525,0.3194435391615444,7.524967075300103e-05,1e-05,32,0.1,8
3,4,0.21331795114042096,0.2717688119798791,0.04304009967361464,0.21331795114042096,0.33484582522285544,2.509947072248055e-05,0.0,64,0.25,1
4,17,0.21380439303842264,0.2739509179704026,0.04051119920977321,0.21380439303842264,0.32754546554510344,1.2512272896207036e-05,1e-06,64,0.25,8
1,27,0.20650128250948357,0.2741321613642283,0.053095549637864815,0.20650128250948357,0.3540051215822516,6.244661567495738e-05,1e-05,64,0.25,1
5,22,0.21565260869931657,0.2806496885279025,0.04270650290986991,0.21565260869931657,0.3353448929769468,1.4071639844617315e-05,0.0,64,0.25,1
