epoch,optimizer_steps,corrections_enabled,shrinkage_learnable,train_main_mse,train_total_loss,train_protein_aux,train_drug_utility,train_joint_utility,train_gate_prior,drug_gate_mean,joint_gate_mean,drug_contribution_rms_mean,joint_contribution_rms_mean,joint_attention_confidence_mean,gradient_norm_last_before_clip,epoch_duration_sec,lr
1,44,False,False,0.9093013886420082,1.000231523742497,0.09093014063535938,0.0,0.0,0.0,0.3000000118994343,0.3000000118994343,9.999999746591594e-05,9.999999746591594e-05,0.03400787808944119,17.46392822265625,1.6670822305604815,5.9260857797183374e-05
2,88,False,False,0.48524725816544756,0.533771985700489,0.04852472660472644,0.0,0.0,0.0,0.3000000118994343,0.3000000118994343,9.999999746591594e-05,9.999999746591594e-05,0.03403596578416436,4.598407745361328,1.0273139365017414,5.9260857797183374e-05
3,132,False,False,0.449785687864966,0.4947642606064769,0.044978569044432315,0.0,0.0,0.0,0.3000000118994343,0.3000000118994343,9.999999746591594e-05,9.999999746591594e-05,0.03409325119995959,19.250232696533203,1.0021740216761827,5.9260857797183374e-05
4,176,False,False,0.4325730647371858,0.47583036972132564,0.04325730697508113,0.0,0.0,0.0,0.3000000118994343,0.3000000118994343,9.999999746591594e-05,9.999999746591594e-05,0.034007403186800844,17.692428588867188,1.0312228687107563,5.9260857797183374e-05
5,220,False,False,0.4158562334315509,0.4574418564888273,0.041585624123948,0.0,0.0,0.0,0.3000000118994343,0.3000000118994343,9.999999746591594e-05,9.999999746591594e-05,0.03440616124810358,10.403470039367676,0.9249111888930202,5.9260857797183374e-05
6,264,True,False,0.3846787755353073,0.42993590065902465,0.04316446354852508,0.0011116330048137873,0.0009810304087896527,0.0,0.3000000118994343,0.3000000118994343,0.2999818738599654,0.25255641153131286,0.11040674750227984,9.358917236328125,1.026565202511847,5.9260857797183374e-05
7,308,True,False,0.26209216797304546,0.30483405078699816,0.04102165838639701,0.0009164396858832228,0.0008037869427322917,0.0,0.3000000118994343,0.3000000118994343,0.3000225049255129,0.2538951879969754,0.1723232430926824,15.104806900024414,0.9911700515076518,5.9260857797183374e-05
8,352,True,False,0.19985210106684936,0.24088653054772152,0.03966132857125781,0.0007517418907763853,0.0006213587019809149,0.0,0.3000000118994343,0.3000000118994343,0.3001428811162377,0.2519262013261687,0.19958704540199035,7.649683952331543,0.8168960632756352,5.9260857797183374e-05
9,396,True,False,0.1759385420953243,0.2170211885526126,0.0398163346434667,0.0007444132871666719,0.000521898593602673,0.0,0.3000000118994343,0.3000000118994343,0.30025318887231156,0.2576429285901658,0.22806087711250314,20.004695892333984,0.945333425886929,5.9260857797183374e-05
10,440,True,False,0.15584179879395574,0.19639637006605914,0.03944846156956356,0.0006448110545538883,0.00046129851231151327,0.0,0.3000000118994343,0.3000000118994343,0.30036376178630025,0.2530981740322175,0.24121842760924522,4.502487659454346,0.887308306992054,5.9260857797183374e-05
11,484,True,True,0.15263796103611088,0.19332653380530085,0.03954125236917329,0.0006730737779659343,0.00047424624688631835,0.0,0.300115710855863,0.30004756441195435,0.3005945573332849,0.25443513342674745,0.257569059240573,5.928821086883545,0.90503581892699,5.9260857797183374e-05
12,528,True,True,0.13768038272406277,0.1777265139791968,0.039026886899141126,0.0006166904813814384,0.0004025530534594233,0.0,0.30024470743013554,0.30003765606940375,0.30079901317289665,0.2558345827349592,0.2904136522212615,14.205371856689453,0.9372078636661172,5.9260857797183374e-05
13,572,True,True,0.12585877390961933,0.1655522071408142,0.038714459737553907,0.0005765382030747396,0.00040243574194322965,0.0,0.30045545930858986,0.30007318413476847,0.301116172647459,0.2537116471327387,0.3169638688410399,6.9290032386779785,0.9132574507966638,5.9260857797183374e-05
14,616,True,True,0.12418199211004362,0.16401817561743537,0.03886690930276303,0.0005688523065580577,0.0004004222308807787,0.0,0.3006312438739236,0.3000500184123455,0.30138244157743677,0.25413261627488903,0.341507425559285,20.50904655456543,0.9537805104628205,5.9260857797183374e-05
15,660,True,True,0.11423137321332023,0.15331227882885134,0.03806691142951071,0.0006025286887370532,0.00041146613478632374,0.0,0.3007894434139611,0.3000661815240243,0.30162191924058357,0.25685945212346656,0.3668391437165968,8.518260955810547,0.9393201563507318,5.9260857797183374e-05
16,704,True,True,0.11059819018415196,0.14989441168402834,0.03844023077707406,0.0005015284816510814,0.0003544616200946059,0.0,0.30093775369869086,0.30009825961322417,0.3018484235970586,0.2520326323084482,0.369124178330992,5.688766002655029,0.919325852766633,5.9260857797183374e-05
17,748,True,True,0.10540647750463118,0.14545133670142443,0.03912131232536961,0.0004902213002130889,0.0004333245462897172,0.0,0.301127742955799,0.30016168703725093,0.3021278467326228,0.2560984956801174,0.4005514864366148,3.8426930904388428,1.0024416847154498,5.9260857797183374e-05
18,792,True,True,0.10473202591848597,0.1440210354927856,0.03844362630596498,0.0004760859287564743,0.0003692972687235269,0.0,0.30128640196532325,0.3001482975942926,0.3023669397276401,0.256309498787958,0.4417017934299143,6.0144243240356445,0.9407733520492911,5.9260857797183374e-05
19,836,True,True,0.09871339023091756,0.1386172534072395,0.03901145096668108,0.00048806279614481104,0.0004043498109790016,0.0,0.3014719108790643,0.3002106432359312,0.3026403835694196,0.2559406180438521,0.43880964692559776,5.5706706047058105,0.9399534035474062,5.9260857797183374e-05
20,880,True,True,0.08963445406118284,0.12877742717229973,0.03828528922036414,0.00046031009608203275,0.00039737562345759994,0.0,0.30164240638658624,0.3002325861711086,0.3028943702884843,0.252836337641521,0.4503789500041512,8.085393905639648,0.9938555285334587,5.9260857797183374e-05
21,924,True,True,0.08738053548950776,0.12686398910715224,0.0385930508420844,0.0004725393160881748,0.00041786305818960654,0.0,0.3018145341113118,0.30028186341377533,0.3031454347678569,0.2551481207054185,0.47997692471327785,17.437122344970703,0.9724618000909686,5.9260857797183374e-05
