candidate_rank,trial_number,stage1_val_mse,mean_val_mse,std_val_mse,min_val_mse,max_val_mse,lr,weight_decay,batch_size,dropout,window_size
1,2,0.2972796313902911,0.36842416787848753,0.08800114581883932,0.2972796313902911,0.49449770415530486,2.4774332740870576e-05,1e-05,32,0.2,2
3,23,0.3102651860784082,0.36860832589514114,0.08630209795348479,0.3062094888266395,0.5023238246931749,1.600483811502888e-05,0.0001,32,0.2,2
5,24,0.311802839531618,0.369878724918646,0.07901380281736413,0.311802839531618,0.4871841616490308,1.5101525456727954e-05,0.0001,32,0.2,2
2,21,0.30374780998510476,0.3701081938603345,0.08787667265835883,0.30374780998510476,0.5026284500079996,2.880702185547885e-05,0.0001,32,0.2,2
4,18,0.3108074441552162,0.3721423339317827,0.0786280149383866,0.3108074441552162,0.46905438426662893,3.413106861806012e-05,0.0001,32,0.25,2
