epoch,optimizer_steps,corrections_enabled,shrinkage_learnable,train_main_mse,train_total_loss,train_protein_aux,train_drug_utility,train_joint_utility,train_gate_prior,drug_gate_mean,joint_gate_mean,drug_contribution_rms_mean,joint_contribution_rms_mean,joint_attention_confidence_mean,gradient_norm_last_before_clip,epoch_duration_sec,lr
1,44,False,False,0.8763071851656405,0.9639379011135948,0.08763072019045937,0.0,0.0,0.0,0.3000000118994343,0.3000000118994343,9.999999746591594e-05,9.999999746591594e-05,0.028204895768232652,19.474924087524414,1.7469205232337117,5.9260857797183374e-05
2,88,False,False,0.5093719471438113,0.5603091434864116,0.05093719542504776,0.0,0.0,0.0,0.3000000118994343,0.3000000118994343,9.999999746591594e-05,9.999999746591594e-05,0.02847064788101642,6.134458541870117,1.0240451758727431,5.9260857797183374e-05
3,132,False,False,0.43276207791181237,0.47603829019644867,0.04327620843037818,0.0,0.0,0.0,0.3000000118994343,0.3000000118994343,9.999999746591594e-05,9.999999746591594e-05,0.028808877178361343,5.712536811828613,0.9358833590522408,5.9260857797183374e-05
4,176,False,False,0.4070003291479827,0.4477003620412863,0.04070003355090535,0.0,0.0,0.0,0.3000000118994343,0.3000000118994343,9.999999746591594e-05,9.999999746591594e-05,0.028790012340531898,8.306774139404297,1.0063227443024516,5.9260857797183374e-05
5,220,False,False,0.42754767068318844,0.47030243681111666,0.04275476795530871,0.0,0.0,0.0,0.3000000118994343,0.3000000118994343,9.999999746591594e-05,9.999999746591594e-05,0.028927537473237692,8.698770523071289,0.9529765825718641,5.9260857797183374e-05
6,264,True,False,0.35338402728913193,0.3968619987760861,0.04141344377563462,0.0010398663403674573,0.0010246579114690604,0.0,0.3000000118994343,0.3000000118994343,0.29994062753175943,0.25517204922972886,0.08611597036395398,5.0124192237854,1.0620137443765998,5.9260857797183374e-05
7,308,True,False,0.245158567997767,0.2870214701107251,0.0402734152532058,0.0008293616001173825,0.0007601245575115283,0.0,0.3000000118994343,0.3000000118994343,0.2999815203160789,0.2540595628619409,0.1679158218492466,8.669137954711914,1.0255725206807256,5.9260857797183374e-05
8,352,True,False,0.2077690654773812,0.2499841939788238,0.04084736843896695,0.0007029319018057691,0.0006648283697598574,0.0,0.3000000118994343,0.3000000118994343,0.300081405749701,0.2588010351880552,0.16686107636873704,15.78027057647705,1.0240259896963835,5.9260857797183374e-05
9,396,True,False,0.16977087023281423,0.21020735893230597,0.039198255948950746,0.0007022680834521299,0.0005359653120540893,0.0,0.3000000118994343,0.3000000118994343,0.3002163714722868,0.25565371150537125,0.18533111452583453,7.193484783172607,0.9228096771985292,5.9260857797183374e-05
10,440,True,False,0.1624729930064844,0.20299357196246937,0.03930298162015001,0.0006325963313724567,0.0005850010287279268,0.0,0.3000000118994343,0.3000000118994343,0.30032548481404375,0.25327584617111254,0.19100459645983547,7.826414585113525,0.8982691960409284,5.9260857797183374e-05
