study,model,dataset,configuration,split,run,seed,train_n,val_n,test_n_total,test_n_valid,best_epoch,epochs_ran,epochs_max,patience,batch_size,lr,weight_decay,dropout,parameter_count,trainable_parameter_count,training_duration_sec,mean_epoch_duration_sec,setup_duration_sec,final_evaluation_duration_sec,artifact_write_duration_sec,run_to_metrics_duration_sec,subprocess_wall_clock_duration_sec,training_peak_gpu_memory_mb,timing_protocol,feature_precomputation_included,train_mse,train_rmse,train_mae,train_r2,train_pearson,train_spearman,train_ci,val_mse,val_rmse,val_mae,val_r2,val_pearson,val_spearman,val_ci,test_mse,test_rmse,test_mae,test_r2,test_pearson,test_spearman,test_ci
mgca_kinetx_tuned,MGCA-Morgan,KinetX,tuned,protein_cold,1,42,3750,738,958,958,8,23,100,15,64,3.207243352197332e-05,0.01,0.05,18912528,18912528,36.956115398555994,1.6067876260241736,8.03699691966176,0.22582579404115677,0.014582008123397827,45.45607536286116,47.531939558684826,701.5029296875,synchronized_wall_clock_v1,False,0.19228108290519394,0.43849866921712993,0.3049104779409866,0.8750842256879446,0.9406501946956612,0.9308563064489581,0.8923502159311483,0.6615254942143654,0.8133421753569436,0.6478266590918468,0.3462052250988642,0.5942700182891304,0.4887145142520409,0.6727965692685748,0.8391077874023729,0.9160282677965637,0.6885293676053215,0.3463091470018961,0.6082788033863801,0.5737116142534717,0.7086564070269349
mgca_kinetx_tuned,MGCA-Morgan,KinetX,tuned,protein_cold,2,142,3750,738,958,958,8,23,100,15,64,3.207243352197332e-05,0.01,0.05,18912528,18912528,37.815242134034634,1.644140962349332,7.298958197236061,0.22262103855609894,0.014262311160564423,45.56619141995907,47.711003828793764,701.5029296875,synchronized_wall_clock_v1,False,0.1892656243094107,0.4350466921025957,0.3020770337450008,0.8770432241484636,0.944084780437597,0.9334648637002146,0.8940485580084868,0.6637301289188912,0.8146963415401417,0.6569933515940578,0.34402635419669814,0.5920974471120688,0.48582091535581945,0.6694328903691205,0.7761117241027103,0.8809720336666257,0.6740300232614537,0.3953850237511274,0.6559193275428788,0.6197371569130992,0.7259372963706415
mgca_kinetx_tuned,MGCA-Morgan,KinetX,tuned,protein_cold,3,242,3750,738,958,958,9,24,100,15,64,3.207243352197332e-05,0.01,0.05,18912528,18912528,37.34680066630244,1.5561166944292684,7.467178620398045,0.22786124423146248,0.014804355800151825,45.284529726952314,47.39293424412608,701.5029296875,synchronized_wall_clock_v1,False,0.1461848898274046,0.3823413263399663,0.2642090154059231,0.9050307059352457,0.952378519259474,0.94133286375133,0.9017157094611923,0.6461570233322432,0.8038389287240593,0.6432994530614475,0.3613940969546414,0.6075338057316008,0.4845836079059628,0.6703944677982088,0.8113289214418202,0.9007379871204613,0.6594535507716721,0.3679497405676976,0.625267610995239,0.5905084674336049,0.7170552297485819
mgca_kinetx_tuned,MGCA-Morgan,KinetX,tuned,protein_cold,4,342,3750,738,958,958,8,23,100,15,64,3.207243352197332e-05,0.01,0.05,18912528,18912528,32.215435065329075,1.4006710897969163,7.328095328062773,0.2260223627090454,0.013323426246643066,39.99379409849644,42.05922627821565,701.5029296875,synchronized_wall_clock_v1,False,0.17095873580739493,0.4134715658995125,0.28640194069861125,0.888936329377132,0.9468999692870204,0.9319452535814311,0.8928274271880624,0.7172000176325155,0.8468766247999265,0.682723417736812,0.2911813253032468,0.564459428044523,0.4865024435496551,0.6734670945256402,0.8452861570181934,0.9193944512657195,0.6906826302879694,0.3414960064674648,0.603678368022784,0.5487221490347328,0.6991445926975506
mgca_kinetx_tuned,MGCA-Morgan,KinetX,tuned,protein_cold,5,442,3750,738,958,958,9,24,100,15,64,3.207243352197332e-05,0.01,0.05,18912528,18912528,39.85643299669027,1.6606847081954281,7.400697436183691,0.22694424912333488,0.013246145099401474,47.70972089841962,49.785281881690025,701.5029296875,synchronized_wall_clock_v1,False,0.16521593459919404,0.4064676304445337,0.2849855893321335,0.8926671511969587,0.9484136705465723,0.9387740276309824,0.8987896828336732,0.6987280369260995,0.8358995375797856,0.6638488267778058,0.30943743874642105,0.575313824118101,0.47657072556601465,0.6673586831178687,0.7757214199779792,0.8807504867883862,0.6694620279595256,0.3956890827052386,0.6641211240225805,0.6205455995285306,0.724968621945833
moe_kinetx_tuned,MoE,KinetX,tuned,warm,1,42,3812,544,1090,161,42,50,50,10,64,0.00030015946987714965,0.001,0.2,264034,264034,875.8447723388672,17.516895446777344,4.153159737586975,6.215710747987032,0.10553978383541107,886.3191826082766,889.6276435926557,23.482421875,synchronized_wall_clock_v1,False,,,,,,,,0.34278700004786505,0.585480144879282,0.3992253600213772,0.7550395801071611,0.8701374915237998,0.856035409489887,0.8465643762508339,0.48789224124314834,0.6984928354987961,0.5425765357957864,0.6966378222703724,0.8350483804767396,0.848206217275998,0.8285503188676311
moe_kinetx_tuned,MoE,KinetX,tuned,warm,2,42,3812,544,1090,161,32,42,50,10,64,0.00030015946987714965,0.001,0.2,264034,264034,731.7094888016582,17.421654495277576,3.4318376891314983,6.114433612674475,0.028002146631479263,741.2837622500956,744.5304876081645,23.482421875,synchronized_wall_clock_v1,False,,,,,,,,0.7148357396183104,0.845479591485395,0.6434159764876732,0.5292581497432689,0.7332362863773889,0.7216278539946361,0.7626506024096386,0.6751177539398086,0.8216554958982557,0.545170426553821,0.5825087415680272,0.7721757610948183,0.8094276128768497,0.8158201757797309
moe_kinetx_tuned,MoE,KinetX,tuned,warm,3,42,3812,544,1090,154,32,42,50,10,64,0.00030015946987714965,0.001,0.2,264034,264034,734.2495273463428,17.48213160348435,3.5705121010541916,5.906127329915762,0.044530317187309265,743.7706970945001,747.1116451509297,23.482421875,synchronized_wall_clock_v1,False,,,,,,,,0.48403904320360835,0.6957291450008461,0.519671178225315,0.6398399763271297,0.8030309938997245,0.7770366894890427,0.7909855207846801,0.5306000820041188,0.7284230103477778,0.5269161036552547,0.6703558080504219,0.8190370898057842,0.847609416956328,0.8304429142225622
moe_kinetx_tuned,MoE,KinetX,tuned,warm,4,42,3812,544,1090,184,23,33,50,10,64,0.00030015946987714965,0.001,0.2,264034,264034,614.0186767205596,18.606626567289684,3.5870613120496273,6.115378260612488,0.11258270591497421,623.8336989991367,627.1391288265586,23.482421875,synchronized_wall_clock_v1,False,,,,,,,,0.3381190800220012,0.5814800770636954,0.4621913749986971,0.7135521880910968,0.8477842513167306,0.8417553305645025,0.8305768455022187,0.42328622266603294,0.6506045055685005,0.48596001278771006,0.6679703114402051,0.8225260305798763,0.8228759309451845,0.8159350463954318
moe_kinetx_tuned,MoE,KinetX,tuned,warm,5,42,3812,544,1090,168,35,45,50,10,64,0.00030015946987714965,0.001,0.2,264034,264034,776.752769831568,17.261172662923734,3.6918803304433823,6.293725721538067,0.12215491384267807,786.8605307973921,790.1710176952183,23.482421875,synchronized_wall_clock_v1,False,,,,,,,,0.42007652665164447,0.6481331087451438,0.46994066356666503,0.6451832385558306,0.8039854273393896,0.7984445905341624,0.8099640472521829,0.5434248281298255,0.7371735400364188,0.5702905773761726,0.6326721093346968,0.7998310892120291,0.7949530947986847,0.8015084358021161
moe_kinetx_tuned,MoE,KinetX,tuned,drug_cold,1,42,3811,545,1090,170,26,36,50,10,64,0.00030015946987714965,0.001,0.2,264034,264034,618.6921264305711,17.1858924008492,3.623373296111822,6.186655778437853,0.09603430330753326,628.5981898084283,632.9427973553538,23.482421875,synchronized_wall_clock_v1,False,,,,,,,,0.5109097153014269,0.7147794871856823,0.5850494420760638,0.7133198268127068,0.8606406672427973,0.8557172087511712,0.8292138688637144,0.7257583269208145,0.8519145068143954,0.5730069644310896,0.46285235569542815,0.7239487811643561,0.7597688122196171,0.789164627752534
moe_kinetx_tuned,MoE,KinetX,tuned,drug_cold,2,42,3812,545,1089,166,19,29,50,10,64,0.00030015946987714965,0.001,0.2,264034,264034,501.9139958359301,17.30737916675621,3.629677340388298,5.834169909358025,0.06546450033783913,511.44330758601427,514.6072793677449,23.482421875,synchronized_wall_clock_v1,False,,,,,,,,0.4837135905881279,0.6954952124839738,0.5543768863747085,0.6458600307645102,0.8120777586055533,0.8030621381494927,0.8023504273504274,0.6434351124679748,0.8021440721391481,0.629062877272267,0.5476456770564324,0.7764031103027176,0.7566677096112364,0.7849754236666422
moe_kinetx_tuned,MoE,KinetX,tuned,drug_cold,3,42,3812,545,1089,172,4,14,50,10,64,0.00030015946987714965,0.001,0.2,264034,264034,239.0434993840754,17.0745356702911,3.480621635913849,6.007205367088318,0.028033558279275894,248.55935994535685,251.7538121007383,23.482421875,synchronized_wall_clock_v1,False,,,,,,,,0.5514912940392205,0.7426245983262475,0.5786839571336041,0.3577480080759424,0.629294376203537,0.6165754376793671,0.7285335262904004,1.3940356867562778,1.1806928841812665,0.7454195421968781,0.3041863639263127,0.5624429734558826,0.7295813165306094,0.7651794242052121
moe_kinetx_tuned,MoE,KinetX,tuned,drug_cold,4,42,3812,545,1089,155,24,34,50,10,64,0.00030015946987714965,0.001,0.2,264034,264034,599.1041011363268,17.620708856950788,3.51773926243186,6.708269886672497,0.04664992913603783,609.3767602145672,612.4587554559112,23.482421875,synchronized_wall_clock_v1,False,,,,,,,,0.7325366750848793,0.855883563976362,0.6378034418043883,0.40994728455494134,0.6705220196635702,0.6549349414341283,0.7401968322312779,0.7658034706744574,0.8751019773000501,0.6515673643158328,0.5070676118870475,0.714277575123688,0.7095277347256531,0.7566077441077441
moe_kinetx_tuned,MoE,KinetX,tuned,drug_cold,5,42,3812,545,1089,144,14,24,50,10,64,0.00030015946987714965,0.001,0.2,264034,264034,437.3934333436191,18.224726389317464,3.613846257328987,6.5126197300851345,0.027646027505397797,447.5475453585386,450.7224985137582,23.482421875,synchronized_wall_clock_v1,False,,,,,,,,0.4994102477774407,0.7066896403495956,0.5487042408225671,0.5215740479771134,0.7267578152592183,0.6975664090911862,0.7520413718018508,0.547613615834845,0.7400091998312217,0.5642551175163438,0.6177116201553432,0.7865975294342434,0.8060543152119789,0.8060617873501608
moe_kinetx_tuned,MoE,KinetX,tuned,protein_cold,1,42,3750,738,958,245,5,15,50,10,64,0.00030015946987714965,0.001,0.2,264034,264034,261.88159514963627,17.45877300997575,3.646382976323366,7.9079161658883095,0.02674320712685585,273.4626374989748,276.5958173163235,23.482421875,synchronized_wall_clock_v1,False,,,,,,,,0.7254737218832163,0.8517474519382,0.6581137316922346,0.008881569279904133,0.2058402125494618,0.23030993900290989,0.5710479573712256,1.4568624581063279,1.2070055750104587,1.0246846900758695,-0.24973042802111767,0.3815744144304937,0.3204827556102232,0.6070193695659472
moe_kinetx_tuned,MoE,KinetX,tuned,protein_cold,2,142,3750,738,958,245,5,15,50,10,64,0.00030015946987714965,0.001,0.2,264034,264034,250.662519518286,16.7108346345524,3.347442291676998,7.774872105568647,0.028963223099708557,261.81379713863134,264.8433639407158,23.482421875,synchronized_wall_clock_v1,False,,,,,,,,0.9863906496035062,0.9931720141060693,0.8710483101507028,-0.3475745891584172,0.24465448026485903,0.2655376435546159,0.5799289520426287,1.4102641033929553,1.1875454110866477,0.9871533920418243,-0.20975727787438458,0.3925248891742854,0.3234184256750134,0.6105105911578099
moe_kinetx_tuned,MoE,KinetX,tuned,protein_cold,3,242,3750,738,958,245,3,13,50,10,64,0.00030015946987714965,0.001,0.2,264034,264034,219.50037219002843,16.88464401461757,3.236107677221298,8.00481141731143,0.03519069775938988,230.77648198232055,233.91405214369297,23.482421875,synchronized_wall_clock_v1,False,,,,,,,,0.6751812276415409,0.8216941204861703,0.6791598312556744,0.07758952722001655,0.33499360269848355,0.32155457898968615,0.6039076376554174,1.3739501936472205,1.1721562155477487,0.991103139322023,-0.17860636330648028,0.4305953746000885,0.35721474077391996,0.6237033804424452
moe_kinetx_tuned,MoE,KinetX,tuned,protein_cold,4,342,3750,738,958,245,14,24,50,10,64,0.00030015946987714965,0.001,0.2,264034,264034,411.8056297004223,17.158567904184263,3.316007297486067,8.000137880444527,0.033773843199014664,423.1555487215519,426.31838642805815,23.482421875,synchronized_wall_clock_v1,False,,,,,,,,0.9863059912807666,0.9931293930202482,0.7572466370960077,-0.34745893173148334,-0.0049249249697767,0.14053085837344653,0.5452930728241563,1.5517200652646725,1.2456805630917873,1.0631293584953765,-0.33110148493554137,0.45447271079099283,0.4210026283234818,0.6442814461714056
moe_kinetx_tuned,MoE,KinetX,tuned,protein_cold,5,442,3750,738,958,245,6,16,50,10,64,0.00030015946987714965,0.001,0.2,264034,264034,268.7074733003974,16.794217081274837,3.626406591385603,8.0054333768785,0.025677349418401718,280.3649906180799,283.4477090872824,23.482421875,synchronized_wall_clock_v1,False,,,,,,,,0.9051275165111496,0.9513818983516291,0.8358091401557127,-0.236555559086836,0.1929314753188275,0.22710742040730025,0.5719360568383659,1.3339559912922494,1.1549701257141889,0.9342313305303759,-0.14429840832464258,0.3412786203918284,0.24380811290759233,0.5827822350532076
