epoch,corrections_enabled,shrinkage_learnable,train_main_mse,train_total_loss,val_mse,val_rmse,val_mae,val_r2,val_pearson,val_spearman,drug_gate_mean,drug_gate_std,joint_gate_mean,joint_gate_std,gradient_norm_mean_before_clip,gradient_norm_max_before_clip,gradient_clip_norm,epoch_duration_sec,validation_duration_sec,configured_concurrency,lr,train_protein_aux,train_drug_utility,train_joint_utility,train_gate_prior,effective_drug_gate_mean,effective_joint_gate_mean,drug_contribution_rms_mean,joint_contribution_rms_mean,drug_availability_fraction,joint_availability_fraction,joint_attention_confidence_mean,drug_prediction_shift_mean,joint_prediction_shift_mean,protein_expert0_mean,drug_expert0_mean,protein_expert1_mean,drug_expert1_mean,protein_expert2_mean,drug_expert2_mean,protein_expert3_mean,drug_expert3_mean
1,False,False,1.127586043268786,1.240344650973053,0.758746862411499,0.8710607886314392,0.6497673988342285,0.3649173595264599,0.6408378677064118,0.6257091364453945,0.3999999761581421,2.4414050858465043e-05,0.05000000819563866,7.475244966449977e-06,14.335877097290936,51.37675857543945,5.0,2.5551123302429914,0.047158556059002876,1,0.0001287760912038848,0.11275860687555571,0.0,0.0,0.0,0.0,0.0,9.999999747378752e-05,9.999999747378752e-05,0.0,0.0,0.02665012042895194,0.0,0.0,0.030625160203040708,0.24000413329628809,0.723715771407921,0.33519196504060517,0.1662613326939681,0.18762024348955464,0.07939773835515425,0.23718365790773915
2,False,False,0.9417146353006113,1.0358860959286205,0.6354227662086487,0.7971341013908386,0.5928674936294556,0.4681415362707054,0.6855098976904486,0.6479164229954005,0.3999999761581421,2.4414050858465043e-05,0.05000000819563866,7.475244966449977e-06,11.640190287627053,46.11064147949219,5.0,1.7756392220035195,0.04650677274912596,1,0.0001287760912038848,0.09417146543609634,0.0,0.0,0.0,0.0,0.0,9.999999747378752e-05,9.999999747378752e-05,0.0,0.0,0.024806352877541828,0.0,0.0,0.012152259068022182,0.24000465679143684,0.8073164676819368,0.3351883561451062,0.15477839482465422,0.18762242212375588,0.02575287415625494,0.2371845629382859
3,False,False,0.8271600879564616,0.9098760960985206,0.6143238544464111,0.7837881445884705,0.587640643119812,0.48580161807002664,0.7067716137757343,0.6725262079896018,0.3999999761581421,2.4414050858465043e-05,0.05000000819563866,7.475244966449977e-06,7.750727890170759,35.55488204956055,5.0,1.9984492408111691,0.04714336711913347,1,0.0001287760912038848,0.08271601011806558,0.0,0.0,0.0,0.0,0.0,9.999999747378752e-05,9.999999747378752e-05,0.0,0.0,0.02404635167384573,0.0,0.0,0.01937451536287353,0.24000519019984498,0.7968108169929928,0.3351847375552527,0.1619094601692583,0.18762460773163803,0.021905213496711297,0.23718546379400576
4,False,False,0.8088905469818355,0.8897795973019235,0.6353414058685303,0.7970830798149109,0.5795029997825623,0.4682095799942638,0.6912908055118405,0.6704389605825294,0.3999999761581421,2.4414050858465043e-05,0.05000000819563866,7.475244966449977e-06,8.034182353384972,29.82175064086914,5.0,1.8327534422278404,0.04739722330123186,1,0.0001287760912038848,0.08088905628524322,0.0,0.0,0.0,0.0,0.0,9.999999747378752e-05,9.999999747378752e-05,0.0,0.0,0.02423122101478036,0.0,0.0,0.021622468091954027,0.2400057135699053,0.7911797551768525,0.3351811506440482,0.15065488898647794,0.18762677101123246,0.03654289162905392,0.23718636389919492
5,False,False,0.801415243091263,0.8815567699521937,0.5987913608551025,0.7738161087036133,0.5575470328330994,0.4988025362319687,0.7151387770113271,0.700798302714577,0.3999999761581421,2.4414050858465043e-05,0.05000000819563866,7.475244966449977e-06,7.842109261880016,22.227317810058594,5.0,1.8406095374375582,0.05107346922159195,1,0.0001287760912038848,0.08014152571949854,0.0,0.0,0.0,0.0,0.0,9.999999747378752e-05,9.999999747378752e-05,0.0,0.0,0.02491235776813183,0.0,0.0,0.010487595239335599,0.24000623684614927,0.7911080407821119,0.33517752160930936,0.19446126932174687,0.18762896335825466,0.0039430865895780974,0.23718727566888176
6,True,False,0.6732279058518464,0.7534406076323198,0.4990544021129608,0.7064378261566162,0.5326738953590393,0.5822838893414435,0.7664601540346745,0.7564015773071029,0.3999999761581421,2.4414050858465043e-05,0.05000000819563866,7.475244966449977e-06,7.044626752327021,25.144227981567383,5.0,1.8766177874058485,0.04712185822427273,1,0.0001287760912038848,0.07810721033548884,0.0017668155777138138,0.00033867610894622557,0.0,0.3999999761581421,0.0420251900207052,0.3999510670758995,0.0420188790154013,1.0,0.8405036726128017,0.532966743673883,0.22543103625491684,0.014426015677069316,0.014068623103693926,0.008535965868649149,0.7665518971955538,0.0118426455178897,0.2117237613183629,0.01927779889433981,0.007655717969011097,0.9603435911887089
7,True,False,0.45595072536628617,0.5369857039306497,0.4373387098312378,0.66131591796875,0.4949216842651367,0.6339408652130614,0.8283370056518312,0.8020660439799933,0.3999999761581421,2.4414050858465043e-05,0.05000000819563866,7.475244966449977e-06,7.8636040172196635,29.681453704833984,5.0,1.9600748596712947,0.04868082236498594,1,0.0001287760912038848,0.07866544663077386,0.001834469446951498,0.0005350626021372458,0.0,0.3999999761581421,0.04216947117654249,0.401510209814574,0.042185606386078614,1.0,0.843389296956978,0.6693818893162427,0.3885029604402444,0.03656181116106628,0.02712630631611267,2.3665246550350192e-05,0.7711778820999522,6.047662633719366e-06,0.1893877768253855,0.00012146603692318877,0.012308032087715888,0.9998488284858551
8,True,False,0.34008730600850906,0.42010838500099945,0.36949390172958374,0.6078600883483887,0.4483087658882141,0.690727988410083,0.8339905754700061,0.8216310829620893,0.3999999761581421,2.4414050858465043e-05,0.05000000819563866,7.475244966449977e-06,7.650447692350726,34.88692092895508,5.0,2.0029345424845815,0.04627227317541838,1,0.0001287760912038848,0.07789101722139126,0.0015334533492068038,0.000596607545906715,0.0,0.3999999761581421,0.042418684374544956,0.4033683898378895,0.04246528464655811,1.0,0.8483735571878279,0.7599386318282841,0.4328471550411092,0.05023526645031956,0.016006661600512447,3.859476768266635e-05,0.7766546304928919,1.2019803326664886e-05,0.19873203019780603,0.00024697735634398357,0.008606676041595207,0.9997024140853321
9,True,False,0.2816779600047865,0.35945974617164506,0.3661004900932312,0.6050623655319214,0.4392855167388916,0.6935683290208232,0.8353851119166832,0.8179705044387042,0.3999999761581421,2.4414050858465043e-05,0.05000000819563866,7.475244966449977e-06,6.85782065396544,20.353864669799805,5.0,1.9735346771776676,0.04726199992001057,1,0.0001287760912038848,0.07607905014739581,0.0011999322862387806,0.0005028048945065092,0.0,0.3999999761581421,0.04320567300208968,0.40434961860602703,0.04326623246261355,1.0,0.8641133263378804,0.8412877264953486,0.4462979417782891,0.045390127228664826,0.01455491720645025,2.6563805561036113e-05,0.7658313033087931,6.404175197065281e-06,0.21130671973681275,0.00011119758949425046,0.008307057439671108,0.9998558268091736
10,True,False,0.2589035933878339,0.33484364578506254,0.3905581831932068,0.6249465346336365,0.4451136291027069,0.6730968874454724,0.8264158355065812,0.8150959861246163,0.3999999761581421,2.4414050858465043e-05,0.05000000819563866,7.475244966449977e-06,6.770459969921853,23.92500114440918,5.0,1.896239903755486,0.046065445989370346,1,0.0001287760912038848,0.07433044119832836,0.0011136603298213955,0.0004959510459617397,0.0,0.3999999761581421,0.043035158686191316,0.40511200501185773,0.04312898314011685,1.0,0.8607030430220357,0.8349307195087045,0.4247054330074274,0.04437175690189614,0.016496691314341328,3.2984898546764664e-05,0.7523598360740126,7.583975588647993e-06,0.22123729619749696,0.0001733370775258919,0.009906179943988793,0.999786095128855
11,True,True,0.2396834504254092,0.31454951287191535,0.35676026344299316,0.5972940921783447,0.42347094416618347,0.7013862310678296,0.8440074024135393,0.8302483020153212,0.39999853032333277,9.301994226983961e-05,0.04999755919057825,1.337789696515589e-05,5.9576938645161714,22.83131217956543,5.0,1.8760404353961349,0.04711146745830774,1,0.0001287760912038848,0.07334653633291924,0.001094227468753468,0.00042529715646495275,0.0,0.39999853032333277,0.04235084128545564,0.40574357682860535,0.042456688767871724,1.0,0.8470619097586569,0.8447847363205797,0.44042197182571274,0.035289669149444834,0.013192700013979597,2.951805709876122e-05,0.7468446727064199,6.873508891324253e-06,0.2309020187584576,0.00015026608209578533,0.009060610946686108,0.9998133446462257
12,True,True,0.21371856134810954,0.2854928687167943,0.35138627886772156,0.5927784442901611,0.4219337999820709,0.7058843690443042,0.8430292035464308,0.8310365984207468,0.40043614259046373,0.00017887989037883588,0.04998370534413008,5.511533515756632e-06,5.369358313421388,13.601946830749512,5.0,1.9526652516797185,0.046353576704859734,1,0.0001287760912038848,0.07042048664730344,0.0009959666396795156,0.0003578546460810023,0.0,0.40043614259046373,0.04223443567752838,0.4065290961535755,0.04234327142520691,1.0,0.8449632738719832,0.8767024924097131,0.4412218932402472,0.030854796703439696,0.009891783576243696,3.1273085559236525e-05,0.7356707906547899,8.205516574070939e-06,0.24603324102830038,0.00022783303528552354,0.008404187975375125,0.9997326827999927
13,True,True,0.20525287388035282,0.27840815709682976,0.3745535910129547,0.6120078563690186,0.4483257830142975,0.6864929461748789,0.8431641632186934,0.8250744523014724,0.4011685730652944,0.0001591004101862659,0.049997788477700755,1.1296247023166843e-05,6.224060274996763,18.068403244018555,5.0,2.0263313092291355,0.045952413231134415,1,0.0001287760912038848,0.071911043282266,0.0008811302857369904,0.00036311011657838056,0.0,0.4011685730652944,0.04212837347395304,0.4078027790203175,0.04224943077330481,1.0,0.8426023084994754,0.8671232919753036,0.43444726580963056,0.02884103259284749,0.012148286156348517,4.159252801191127e-05,0.7364880142719773,1.3504486814622972e-05,0.2416597513437021,0.0008544378834196183,0.009703945182850204,0.9990904775271261
14,True,True,0.19565000127832888,0.2646317993606375,0.35674357414245605,0.5972801446914673,0.42166486382484436,0.7014002351658208,0.8415283657119034,0.8381272781864826,0.40158743357358173,0.0001338762676258809,0.049968848612788844,6.530035093800605e-06,5.25464360386227,19.664369583129883,5.0,2.0913862232118845,0.0473021250218153,1,0.0001287760912038848,0.06780028658267208,0.0008683736727534865,0.0003131368254731113,0.0,0.40158743357358173,0.04256264245428794,0.40862012697542077,0.04267472418851893,1.0,0.8517838405036726,0.8607380058057411,0.43203216229818553,0.024881870148689773,0.011354995019741724,3.7185347478460925e-07,0.7364765988567068,5.886530696161445e-08,0.24206187010812108,3.821858372498164e-07,0.010106536775733591,0.9999992174466784
15,True,True,0.1879271902104865,0.2557165959120923,0.3255821764469147,0.5705980658531189,0.3985663652420044,0.72748280114404,0.859095019433601,0.8418435752634162,0.40222921501551945,0.00014561208695884186,0.04996186770412754,7.989208200283364e-06,5.08125470993026,23.5745906829834,5.0,2.0134805338457227,0.04688451159745455,1,0.0001287760912038848,0.06660480742564606,0.0008527922187913513,0.00033180595779386404,0.0,0.40222921501551945,0.04250428252946292,0.4097449946190853,0.04261281177917532,1.0,0.8507345225603358,0.8786821363480118,0.432312155695552,0.026533844432200363,0.015621990000619968,4.1528787922194274e-07,0.7361001539955859,6.343873149611436e-08,0.23749381122408983,4.195891955338148e-07,0.010784039919822627,0.999999130760385
