epoch,corrections_enabled,shrinkage_learnable,train_main_mse,train_total_loss,val_mse,val_rmse,val_mae,val_r2,val_pearson,val_spearman,drug_gate_mean,drug_gate_std,joint_gate_mean,joint_gate_std,gradient_norm_mean_before_clip,gradient_norm_max_before_clip,gradient_clip_norm,epoch_duration_sec,validation_duration_sec,configured_concurrency,lr,train_protein_aux,train_drug_utility,train_joint_utility,train_gate_prior,effective_drug_gate_mean,effective_joint_gate_mean,drug_contribution_rms_mean,joint_contribution_rms_mean,drug_availability_fraction,joint_availability_fraction,joint_attention_confidence_mean,drug_prediction_shift_mean,joint_prediction_shift_mean,protein_expert0_mean,drug_expert0_mean,protein_expert1_mean,drug_expert1_mean,protein_expert2_mean,drug_expert2_mean,protein_expert3_mean,drug_expert3_mean
1,False,False,1.2215334656105963,1.3436868088818297,0.7599930763244629,0.8717758059501648,0.6173609495162964,0.4446398937883126,0.6746234441781882,0.6516915321578949,0.3999999761581421,2.4414050858465043e-05,0.05000000819563866,7.475244966449977e-06,16.91242275758405,71.25579071044922,5.0,6.22229219134897,0.10119459126144648,4,2.3836232013589212e-05,0.12215334860312851,0.0,0.0,0.0,0.0,0.0,9.999999747378752e-05,9.999999747378752e-05,0.0,0.0,0.02996624277558682,0.0,0.0,0.10639003717417732,0.23958947785503593,0.21082503909141545,0.3353331074947325,0.33369938777476266,0.1878375157416805,0.3490855374528879,0.2372399000968913
2,False,False,0.9053076583372208,0.9958384225745016,0.6723992228507996,0.8199995160102844,0.5720260143280029,0.5086485208145786,0.7133577189236366,0.6905208917455712,0.3999999761581421,2.4414050858465043e-05,0.05000000819563866,7.475244966449977e-06,20.19372434506011,62.90642547607422,5.0,5.340823949314654,0.10529727768152952,4,2.3836232013589212e-05,0.09053076755407913,0.0,0.0,0.0,0.0,0.0,9.999999747378752e-05,9.999999747378752e-05,0.0,0.0,0.03031336341799869,0.0,0.0,0.09387156425155348,0.23958947738595424,0.18209945953842976,0.33533310702565083,0.3542931230283359,0.18783751522569067,0.3697358537445789,0.2372399003157961
3,False,False,0.8670374371760289,0.9537411801837549,0.6983960270881653,0.8357009291648865,0.5879610180854797,0.4896515577668725,0.7056057506162476,0.6855139167145555,0.3999999761581421,2.4414050858465043e-05,0.05000000819563866,7.475244966449977e-06,21.72965326039013,76.4312973022461,5.0,5.236125114373863,0.10651849862188101,4,2.3836232013589212e-05,0.08670374530231716,0.0,0.0,0.0,0.0,0.0,9.999999747378752e-05,9.999999747378752e-05,0.0,0.0,0.030314754776789535,0.0,0.0,0.08304280126301214,0.23958947769867536,0.14179842938656323,0.3353331046176982,0.3865732491204021,0.1878375143344355,0.3885855197531229,0.2372399003783403
4,False,False,0.8563458488595448,0.9419804343021428,0.7257325649261475,0.8518993854522705,0.589949905872345,0.4696755280284387,0.7053065377853998,0.6938316738816546,0.3999999761581421,2.4414050858465043e-05,0.05000000819563866,7.475244966449977e-06,20.354178761885525,76.67759704589844,5.0,5.415862749330699,0.10234317649155855,4,2.3836232013589212e-05,0.08563458641594254,0.0,0.0,0.0,0.0,0.0,9.999999747378752e-05,9.999999747378752e-05,0.0,0.0,0.030212105649590867,0.0,0.0,0.07124634498313992,0.2395894778237638,0.13114870361522513,0.33533310571222213,0.3906175641798398,0.18783751536641516,0.4069873904506407,0.23723990176994927
5,False,False,0.8358311026913171,0.9194142143442398,0.6728679537773132,0.8202852606773376,0.5658668279647827,0.5083060542141864,0.725622113885197,0.709183524344554,0.3999999761581421,2.4414050858465043e-05,0.05000000819563866,7.475244966449977e-06,19.930062810371457,67.63433074951172,5.0,5.262632485479116,0.10411680396646261,4,2.3836232013589212e-05,0.08358311164021837,0.0,0.0,0.0,0.0,0.0,9.999999747378752e-05,9.999999747378752e-05,0.0,0.0,0.0301970864361756,0.0,0.0,0.06455216776083174,0.23958947707323314,0.14096098776285196,0.3353331040548002,0.3807206487855781,0.18783751575731655,0.4137661963044534,0.2372398999874389
6,True,False,0.7187999063186105,0.8021550282663964,0.5007760524749756,0.7076553106307983,0.48418426513671875,0.6340610745498054,0.7983259345958561,0.7952920000747761,0.3999999761581421,2.4414050858465043e-05,0.05000000819563866,7.475244966449977e-06,19.839338871014206,62.73664093017578,5.0,5.439679062925279,0.11000420618802309,4,2.3836232013589212e-05,0.08115903844378677,0.0017975857661541546,0.00039849849651048594,0.0,0.3999999761581421,0.04251049958943445,0.3998482846200529,0.04252525652755845,1.0,0.8502098635886673,0.07000059860388104,0.2093475752149524,0.017191833168549654,0.06481723309907933,0.03350643119369199,0.11328008237753184,0.05516451149240746,0.37785936577747903,0.11389267058400017,0.4440433199420681,0.7974363903809194
7,True,False,0.516737267546989,0.5989427103075626,0.48972034454345703,0.6998001933097839,0.494748055934906,0.642139946712331,0.8191330170763058,0.8140267252063482,0.3999999761581421,2.4414050858465043e-05,0.05000000819563866,7.475244966449977e-06,18.39614161464375,91.4285888671875,5.0,5.540862703695893,0.11380075756460428,4,2.3836232013589212e-05,0.08037462665974031,0.0015131093676232295,0.0003177065310712927,0.0,0.3999999761581421,0.042405567772037585,0.40001087229999893,0.042418431873743084,1.0,0.8481112277019937,0.09973741973997538,0.3299398344373653,0.015034256200037373,0.0686560271997767,0.03625321634903409,0.11809019635725622,0.052259168510422,0.3903395265246989,0.1331439374126142,0.4229142489488327,0.7783436807105073
8,True,False,0.41369601236685627,0.49591755619954714,0.44783446192741394,0.6692043542861938,0.46045371890068054,0.6727478365225695,0.8304114270618195,0.822346204977254,0.3999999761581421,2.4414050858465043e-05,0.05000000819563866,7.475244966449977e-06,17.171761825977818,65.6830062866211,5.0,5.517748087644577,0.10341305285692215,4,2.3836232013589212e-05,0.08047893235082704,0.0013945856415047305,0.00034802654998255785,0.0,0.3999999761581421,0.04210388878944788,0.4002392667913487,0.04211823940902542,1.0,0.842077649527807,0.13280319412320007,0.39877772690867075,0.02072975242946293,0.061392129218090494,0.028635721096665387,0.0979468063896,0.053130366353773495,0.39556733383587,0.1456969888237816,0.44509373062680174,0.7725369241029993
9,True,False,0.35175406590401187,0.4332141216691869,0.4396747946739197,0.6630797982215881,0.4653972089290619,0.6787104366240865,0.8296851826238871,0.8046442310281449,0.3999999761581421,2.4414050858465043e-05,0.05000000819563866,7.475244966449977e-06,15.049228453060763,73.92613220214844,5.0,5.570901789702475,0.10611715633422136,4,2.3836232013589212e-05,0.07993383444493865,0.0012182876957736318,0.00030793379268773656,0.0,0.3999999761581421,0.042130121752103754,0.4004067146265244,0.04214702607577145,1.0,0.8426023084994754,0.13665545995250453,0.41171968314730234,0.019649308972287404,0.0665312186978046,0.028803938849275033,0.10005720750138491,0.05735336145599141,0.3723377050032521,0.16078977077292494,0.4610738676717624,0.7530529285152712
10,True,False,0.29206462535940714,0.3724751378187728,0.38708052039146423,0.6221579313278198,0.43265125155448914,0.7171433681721793,0.8486584126340997,0.8343610406663268,0.3999999761581421,2.4414050858465043e-05,0.05000000819563866,7.475244966449977e-06,15.07182444205189,54.46306228637695,5.0,5.522723922505975,0.10643305815756321,4,2.3836232013589212e-05,0.07900276056960898,0.0011032723986015632,0.0003044795281151632,0.0,0.3999999761581421,0.042431800740556976,0.40055746872052317,0.042450420832083585,1.0,0.8486358866736621,0.14862562081183367,0.4369077144302076,0.020747508083598185,0.07021440633602932,0.0256838836284024,0.09500997246937887,0.04924557805217701,0.38297820019321704,0.1508625310621882,0.45179742093101255,0.7742080088052019
